return_id,order_id,product_id,customer_id,return_date,return_reason,return_quantity,refund_amount
R003715,O037951,P0373,C08399,2025-07-07,Changed Mind,2,3771.87
R003716,O037951,P0370,C08399,2025-07-04,Changed Mind,2,1782.38
R003717,O037951,P0267,C08399,2025-07-02,Not as Expected,1,6505.92
R003718,O037958,P0005,C02227,2026-05-15,Not as Expected,1,25697.74
R003719,O037958,P0446,C02227,2026-05-02,Damaged During Delivery,1,4033.01
R003720,O037970,P0240,C00133,2025-08-03,Not as Expected,1,314.41
R003721,O037987,P0376,C02774,2026-01-24,Not as Expected,2,4726.97
R003722,O037988,P0263,C09181,2026-06-01,Size Issue,1,6029.34
R003723,O038035,P0291,C05368,2026-04-28,Late Delivery,1,2239.38
R003724,O038043,P0468,C03093,2025-02-11,Product Defect,1,10132.26
R003725,O038055,P0153,C04648,2026-10-27,Size Issue,1,5125.88
R003726,O038057,P0271,C09609,2025-02-21,Product Defect,1,1604.74
R003727,O038071,P0352,C00155,2025-07-08,Late Delivery,1,2074.45
R003728,O038071,P0337,C00155,2025-06-30,Wrong Product,1,3877.97
R003729,O038075,P0173,C09694,2025-07-18,Wrong Product,1,9528.9
R003730,O038075,P0489,C09694,2025-07-11,Product Defect,1,4912.48
R003731,O038080,P0457,C02055,2025-02-21,Late Delivery,1,4587.23
R003732,O038086,P0170,C06745,2025-08-17,Damaged During Delivery,1,8594.29
R003733,O038086,P0071,C06745,2025-08-27,Late Delivery,2,51440.11
R003734,O038086,P0048,C06745,2025-08-16,Wrong Product,1,9791.01
R003735,O038089,P0225,C09401,2025-07-20,Not as Expected,1,5542.28
R003736,O038101,P0102,C04893,2025-07-23,Size Issue,1,1892.75
R003737,O038101,P0241,C04893,2025-07-12,Damaged During Delivery,1,5631.55
R003738,O038104,P0437,C08876,2026-03-25,Size Issue,1,7651.31
R003739,O038104,P0149,C08876,2026-04-02,Product Defect,1,11137.29
R003740,O038105,P0139,C01297,2026-10-19,Product Defect,1,6248.98
R003741,O038120,P0392,C03512,2026-04-06,Damaged During Delivery,1,2616.75
R003742,O038141,P0405,C09810,2026-01-22,Product Defect,1,10344.32
R003743,O038168,P0367,C01961,2026-06-12,Changed Mind,1,1167.4
R003744,O038168,P0043,C01961,2026-06-10,Size Issue,1,26878.42
R003745,O038173,P0311,C05215,2025-12-30,Changed Mind,1,3916.92
R003746,O038192,P0249,C00266,2025-07-11,Damaged During Delivery,1,3467.82
R003747,O038196,P0238,C02892,2026-01-24,Damaged During Delivery,1,3113.49
R003748,O038196,P0217,C02892,2026-01-26,Product Defect,1,4775.37
R003749,O038196,P0158,C02892,2026-01-31,Size Issue,2,1474.87
R003750,O038214,P0243,C01271,2026-10-05,Not as Expected,1,5081.08
R003751,O038220,P0303,C01428,2025-09-21,Late Delivery,1,3794.87
R003752,O038257,P0258,C03048,2026-01-06,Size Issue,1,6039.78
R003753,O038263,P0467,C08929,2026-10-15,Changed Mind,2,4818.88
R003754,O038265,P0283,C00043,2026-10-24,Changed Mind,1,4334.78
R003755,O038267,P0138,C01076,2026-07-05,Size Issue,3,7693.73
R003756,O038326,P0209,C00172,2025-04-07,Wrong Product,1,4728.06
R003757,O038332,P0451,C01894,2025-05-16,Changed Mind,1,843.87
R003758,O038336,P0028,C04002,2027-01-03,Wrong Product,1,14112.34
R003759,O038336,P0026,C04002,2026-12-24,Size Issue,1,14173.02
R003760,O038336,P0497,C04002,2026-12-20,Not as Expected,1,8745.0
R003761,O038339,P0387,C05555,2025-05-21,Product Defect,2,652.49
R003762,O038354,P0327,C03888,2025-05-29,Changed Mind,1,264.39
R003763,O038356,P0166,C07654,2025-04-22,Not as Expected,1,7392.44
R003764,O038366,P0379,C05992,2025-12-28,Product Defect,2,877.01
R003765,O038379,P0214,C04892,2026-06-23,Not as Expected,1,5670.01
R003766,O038406,P0095,C01521,2026-08-05,Size Issue,1,5146.74
R003767,O038425,P0226,C00725,2025-10-04,Not as Expected,1,4507.64
R003768,O038425,P0222,C00725,2025-09-29,Size Issue,1,2315.0
R003769,O038447,P0230,C03385,2026-02-20,Size Issue,1,4083.11
R003770,O038462,P0265,C08408,2026-05-19,Damaged During Delivery,1,5444.16
R003771,O038462,P0334,C08408,2026-05-20,Late Delivery,1,1995.11
R003772,O038477,P0134,C04970,2026-02-11,Not as Expected,1,16679.27
R003773,O038477,P0150,C04970,2026-02-08,Changed Mind,1,1704.6
R003774,O038477,P0142,C04970,2026-02-17,Damaged During Delivery,1,2363.81
R003775,O038486,P0126,C07760,2026-10-31,Product Defect,1,10851.05
R003776,O038498,P0244,C03016,2026-10-01,Wrong Product,1,2301.76
R003777,O038498,P0304,C03016,2026-10-08,Changed Mind,1,3452.94
R003778,O038528,P0225,C02719,2026-11-18,Size Issue,1,5447.03
R003779,O038528,P0315,C02719,2026-11-27,Late Delivery,1,1659.56
R003780,O038553,P0486,C07724,2025-11-11,Wrong Product,1,8460.79
R003781,O038561,P0421,C07502,2025-05-08,Changed Mind,2,2841.3
R003782,O038569,P0143,C01742,2026-06-11,Size Issue,1,7183.79
R003783,O038574,P0356,C02041,2026-04-28,Damaged During Delivery,1,4566.24
R003784,O038578,P0487,C00530,2025-02-25,Damaged During Delivery,1,5151.33
R003785,O038611,P0081,C03534,2026-12-14,Not as Expected,1,29317.4
R003786,O038611,P0316,C03534,2026-12-15,Changed Mind,1,4146.44
R003787,O038611,P0372,C03534,2026-12-05,Size Issue,1,2916.18
R003788,O038613,P0128,C09004,2026-06-13,Not as Expected,1,10264.19
R003789,O038645,P0299,C06174,2026-10-14,Not as Expected,1,4614.52
R003790,O038647,P0263,C04013,2025-12-10,Late Delivery,1,5980.85
R003791,O038685,P0329,C08755,2025-05-19,Late Delivery,3,5947.56
R003792,O038689,P0475,C01632,2025-12-24,Changed Mind,2,7181.69
R003793,O038732,P0010,C01903,2026-03-10,Changed Mind,1,15907.81
R003794,O038732,P0124,C01903,2026-03-23,Late Delivery,1,554.63
R003795,O038742,P0465,C00630,2026-11-07,Not as Expected,1,4510.04
R003796,O038760,P0305,C00932,2025-07-12,Product Defect,2,6732.05
R003797,O038760,P0241,C00932,2025-07-17,Changed Mind,1,6305.76
R003798,O038767,P0098,C01511,2026-11-05,Changed Mind,1,10300.98
R003799,O038775,P0199,C00681,2025-11-23,Late Delivery,1,12168.84
R003800,O038784,P0232,C05458,2026-10-24,Changed Mind,1,5173.49
R003801,O038798,P0462,C02450,2025-12-31,Damaged During Delivery,1,8362.73
R003802,O038798,P0198,C02450,2025-12-23,Size Issue,1,14730.44
R003803,O038812,P0464,C04708,2025-12-05,Size Issue,1,7363.91
R003804,O038824,P0161,C07175,2026-12-14,Damaged During Delivery,1,12995.25
R003805,O038831,P0246,C00007,2025-01-14,Not as Expected,2,6343.4
R003806,O038831,P0227,C00007,2025-01-08,Changed Mind,1,5506.85
R003807,O038832,P0203,C04345,2027-01-09,Late Delivery,1,5851.35
R003808,O038845,P0196,C00021,2026-09-07,Size Issue,2,1719.47
R003809,O038845,P0415,C00021,2026-09-03,Product Defect,1,6535.05
R003810,O038884,P0483,C01387,2025-03-13,Changed Mind,1,2031.91
R003811,O038884,P0197,C01387,2025-03-25,Not as Expected,1,5714.3
R003812,O038884,P0021,C01387,2025-03-10,Damaged During Delivery,1,19870.53
R003813,O038903,P0063,C07512,2025-06-06,Changed Mind,1,9554.51
R003814,O038904,P0200,C00311,2025-02-14,Not as Expected,1,11242.32
R003815,O038923,P0250,C01864,2026-02-23,Changed Mind,1,5766.14
R003816,O038923,P0203,C01864,2026-03-05,Not as Expected,1,5761.83
R003817,O038964,P0473,C07703,2026-09-16,Size Issue,1,11284.5
R003818,O038965,P0359,C04983,2026-12-02,Late Delivery,1,285.06
R003819,O038965,P0468,C04983,2026-12-14,Damaged During Delivery,1,10163.08
R003820,O038969,P0210,C01182,2026-02-25,Changed Mind,1,6179.51
R003821,O039011,P0146,C04766,2026-10-18,Size Issue,1,15985.57
R003822,O039014,P0393,C06451,2025-01-22,Product Defect,1,1315.72
R003823,O039022,P0291,C07614,2025-09-10,Changed Mind,1,2388.63
R003824,O039049,P0438,C09855,2026-10-24,Damaged During Delivery,1,7971.37
R003825,O039082,P0303,C01669,2027-01-15,Damaged During Delivery,1,3603.87
R003826,O039082,P0289,C01669,2027-01-07,Size Issue,1,5787.91
R003827,O039084,P0441,C00662,2025-03-26,Changed Mind,1,8341.9
R003828,O039099,P0413,C06753,2026-02-22,Late Delivery,1,7333.3
R003829,O039158,P0413,C03021,2025-10-22,Size Issue,1,7403.93
R003830,O039173,P0162,C03450,2025-04-14,Damaged During Delivery,2,6655.69
R003831,O039185,P0135,C06922,2026-09-07,Product Defect,1,5820.62
R003832,O039197,P0394,C02001,2025-04-20,Changed Mind,2,1470.78
R003833,O039242,P0129,C09822,2026-12-08,Wrong Product,1,6855.5
R003834,O039242,P0131,C09822,2026-12-03,Size Issue,2,29806.06
R003835,O039247,P0038,C06656,2025-05-15,Late Delivery,1,1356.78
R003836,O039282,P0444,C01477,2026-04-06,Not as Expected,1,1802.23
R003837,O039292,P0467,C04624,2026-05-16,Not as Expected,1,2554.55
R003838,O039305,P0472,C06948,2025-07-16,Damaged During Delivery,1,6348.37
R003839,O039316,P0078,C02245,2026-01-01,Product Defect,1,23770.76
R003840,O039320,P0374,C02362,2026-02-02,Changed Mind,1,4279.95
R003841,O039364,P0425,C04935,2026-12-14,Not as Expected,1,8338.88
R003842,O039405,P0091,C05262,2025-06-02,Changed Mind,2,23524.01
R003843,O039405,P0253,C05262,2025-06-08,Changed Mind,1,3442.33
R003844,O039413,P0494,C02714,2026-05-12,Damaged During Delivery,1,4690.85
R003845,O039413,P0058,C02714,2026-05-07,Not as Expected,1,9744.9
R003846,O039416,P0265,C06996,2026-10-05,Late Delivery,1,5006.16
R003847,O039420,P0358,C08659,2025-10-21,Wrong Product,1,1310.51
R003848,O039431,P0199,C07937,2025-11-22,Late Delivery,1,12451.52
R003849,O039453,P0319,C02722,2026-04-27,Product Defect,1,3063.48
R003850,O039491,P0220,C00248,2026-05-11,Size Issue,1,959.29
R003851,O039516,P0413,C09684,2025-03-14,Changed Mind,1,7401.68
R003852,O039519,P0073,C05072,2026-01-23,Damaged During Delivery,2,55735.59
R003853,O039519,P0353,C05072,2026-01-23,Wrong Product,1,2489.09
R003854,O039546,P0271,C04185,2025-06-17,Size Issue,3,4913.61
R003855,O039552,P0205,C07294,2025-04-16,Not as Expected,3,2211.7
R003856,O039581,P0039,C03833,2025-05-26,Not as Expected,1,24917.95
R003857,O039582,P0303,C09579,2026-12-22,Not as Expected,1,3938.42
R003858,O039601,P0053,C09603,2025-04-22,Not as Expected,1,4623.02
R003859,O039602,P0198,C04955,2026-06-08,Size Issue,1,13470.01
R003860,O039602,P0382,C04955,2026-06-10,Not as Expected,2,4017.35
R003861,O039606,P0387,C05659,2025-02-18,Late Delivery,2,657.8
R003862,O039612,P0237,C06102,2025-04-10,Not as Expected,1,5476.18
R003863,O039612,P0473,C06102,2025-04-13,Size Issue,1,11177.11
R003864,O039628,P0121,C03132,2025-08-14,Changed Mind,1,2568.44
R003865,O039643,P0074,C02831,2026-03-01,Not as Expected,1,27138.92
R003866,O039672,P0323,C01129,2026-01-13,Size Issue,1,438.04
R003867,O039672,P0008,C01129,2026-01-09,Size Issue,1,2015.04
R003868,O039693,P0322,C06080,2025-12-25,Size Issue,1,4543.7
R003869,O039693,P0093,C06080,2025-12-24,Product Defect,1,14501.58
R003870,O039696,P0413,C01666,2026-03-21,Product Defect,1,7784.05
R003871,O039699,P0225,C01302,2025-03-14,Not as Expected,1,4925.22
R003872,O039699,P0045,C01302,2025-03-14,Not as Expected,2,4283.9
R003873,O039718,P0115,C08088,2026-12-09,Wrong Product,2,13684.04
R003874,O039753,P0318,C05077,2025-12-29,Not as Expected,1,346.44
R003875,O039758,P0346,C07043,2026-08-26,Not as Expected,1,563.89
R003876,O039766,P0374,C01880,2026-06-11,Not as Expected,1,4183.69
R003877,O039773,P0266,C08620,2025-11-19,Not as Expected,1,3723.1
R003878,O039773,P0188,C08620,2025-11-14,Product Defect,1,9866.12
R003879,O039773,P0451,C08620,2025-11-26,Late Delivery,1,805.49
R003880,O039784,P0135,C05519,2026-04-17,Late Delivery,1,5610.3
R003881,O039838,P0198,C01162,2025-05-05,Changed Mind,2,29237.74
R003882,O039868,P0382,C04444,2026-04-03,Damaged During Delivery,1,1918.35
R003883,O039880,P0270,C05295,2026-04-22,Changed Mind,1,1085.69
R003884,O039885,P0325,C00307,2026-01-01,Changed Mind,1,4423.83
R003885,O039900,P0254,C05816,2025-08-03,Not as Expected,1,3972.08
R003886,O039900,P0248,C05816,2025-08-11,Damaged During Delivery,1,4526.63
R003887,O039902,P0319,C01987,2026-10-16,Product Defect,1,2818.14
R003888,O039908,P0099,C06744,2025-05-11,Wrong Product,1,30580.88
R003889,O039960,P0225,C00555,2026-12-02,Not as Expected,1,5099.97
R003890,O039961,P0002,C02039,2025-03-09,Not as Expected,1,24206.3
R003891,O039968,P0486,C07041,2025-10-01,Changed Mind,1,8322.28
R003892,O040003,P0038,C02994,2026-06-27,Late Delivery,2,2792.42
R003893,O040003,P0328,C02994,2026-06-16,Wrong Product,1,3808.3
R003894,O040033,P0286,C05624,2026-01-23,Late Delivery,2,3320.68
R003895,O040054,P0021,C02389,2025-02-03,Not as Expected,1,19450.79
R003896,O040056,P0279,C00453,2025-11-18,Product Defect,1,2768.18
R003897,O040068,P0068,C06535,2025-11-11,Size Issue,3,95148.92
R003898,O040075,P0236,C09016,2025-03-08,Changed Mind,1,3137.4
R003899,O040094,P0222,C01031,2026-01-12,Changed Mind,1,2351.86
R003900,O040094,P0083,C01031,2026-01-27,Not as Expected,2,4659.23
R003901,O040097,P0320,C07458,2025-08-05,Damaged During Delivery,3,10275.94
R003902,O040110,P0160,C08128,2026-08-27,Product Defect,1,7903.2
R003903,O040145,P0499,C08743,2025-02-17,Size Issue,1,11051.46
R003904,O040145,P0365,C08743,2025-02-18,Size Issue,2,1833.92
R003905,O040168,P0003,C05303,2025-07-24,Size Issue,1,6262.02
R003906,O040168,P0322,C05303,2025-08-01,Size Issue,1,4206.31
R003907,O040186,P0435,C07196,2025-11-08,Product Defect,2,8685.98
R003908,O040186,P0211,C07196,2025-11-03,Size Issue,1,1342.45
R003909,O040186,P0032,C07196,2025-11-07,Product Defect,1,786.4
R003910,O040188,P0265,C01850,2026-12-03,Changed Mind,1,5604.34
R003911,O040192,P0328,C07966,2025-12-01,Changed Mind,1,4090.22
R003912,O040193,P0234,C05805,2026-04-19,Not as Expected,1,4585.1
R003913,O040196,P0497,C03093,2025-07-18,Not as Expected,1,8867.32
R003914,O040196,P0131,C03093,2025-07-26,Size Issue,1,14814.6
R003915,O040207,P0355,C05409,2026-03-06,Damaged During Delivery,2,1613.56
R003916,O040228,P0368,C01330,2025-09-22,Not as Expected,1,279.86
R003917,O040228,P0033,C01330,2025-09-22,Product Defect,1,7165.4
R003918,O040228,P0393,C01330,2025-10-01,Not as Expected,1,1292.3
R003919,O040249,P0112,C02367,2025-07-20,Changed Mind,1,560.55
R003920,O040249,P0436,C02367,2025-07-20,Late Delivery,3,18687.56
R003921,O040263,P0156,C01382,2025-09-02,Damaged During Delivery,1,2707.81
R003922,O040277,P0085,C02454,2026-08-18,Product Defect,1,875.6
R003923,O040279,P0406,C04918,2025-04-19,Changed Mind,1,10321.18
R003924,O040279,P0425,C04918,2025-04-21,Size Issue,1,8440.56
R003925,O040318,P0308,C01176,2025-11-12,Product Defect,1,2480.96
R003926,O040318,P0392,C01176,2025-11-11,Damaged During Delivery,1,2655.13
R003927,O040318,P0108,C01176,2025-11-14,Not as Expected,2,24218.35
R003928,O040324,P0262,C04137,2027-01-12,Changed Mind,1,1823.72
R003929,O040324,P0304,C04137,2027-01-06,Wrong Product,3,10437.51
R003930,O040325,P0484,C00989,2025-11-03,Wrong Product,1,6922.41
R003931,O040326,P0478,C01489,2026-03-01,Damaged During Delivery,2,6999.64
R003932,O040335,P0140,C03461,2026-02-14,Wrong Product,3,4198.47
R003933,O040337,P0406,C07422,2026-12-18,Wrong Product,1,10760.48
R003934,O040384,P0024,C00554,2026-09-22,Size Issue,1,11060.27
R003935,O040406,P0160,C03893,2026-05-05,Damaged During Delivery,1,7624.85
R003936,O040413,P0457,C06541,2026-06-17,Size Issue,2,9142.94
R003937,O040433,P0094,C06620,2027-01-16,Wrong Product,1,15330.37
R003938,O040433,P0214,C06620,2027-01-07,Product Defect,1,5920.94
R003939,O040433,P0449,C06620,2027-01-11,Size Issue,1,10414.53
R003940,O040471,P0326,C04711,2026-03-09,Late Delivery,2,605.8
R003941,O040471,P0475,C04711,2026-02-27,Not as Expected,1,3395.3
R003942,O040488,P0497,C09707,2026-12-10,Product Defect,1,8299.49
R003943,O040488,P0130,C09707,2026-12-04,Changed Mind,1,3920.17
R003944,O040497,P0463,C02456,2026-10-28,Not as Expected,2,6887.37
R003945,O040524,P0150,C02145,2026-05-13,Changed Mind,1,1754.49
R003946,O040534,P0226,C09141,2025-01-25,Size Issue,1,4669.93
R003947,O040534,P0371,C09141,2025-01-20,Damaged During Delivery,1,2396.73
R003948,O040536,P0425,C09990,2025-12-28,Size Issue,1,8429.5
R003949,O040541,P0357,C08971,2025-05-30,Product Defect,1,3402.49
R003950,O040554,P0003,C06183,2026-08-13,Not as Expected,2,10561.41
R003951,O040562,P0158,C04318,2026-08-25,Wrong Product,1,797.28
R003952,O040567,P0364,C07050,2026-01-08,Size Issue,2,722.47
R003953,O040569,P0428,C03811,2025-03-23,Product Defect,1,3163.8
R003954,O040573,P0194,C05031,2025-11-02,Size Issue,1,4903.01
R003955,O040582,P0382,C03173,2026-06-05,Not as Expected,1,1968.4
R003956,O040582,P0270,C03173,2026-06-04,Not as Expected,1,1067.79
R003957,O040582,P0419,C03173,2026-06-11,Changed Mind,1,8912.33
R003958,O040590,P0347,C09440,2025-04-23,Not as Expected,1,1186.45
R003959,O040599,P0393,C04217,2026-02-11,Wrong Product,1,1385.51
R003960,O040599,P0398,C04217,2026-02-08,Changed Mind,1,1025.32
R003961,O040604,P0376,C05365,2025-12-22,Changed Mind,1,2259.55
R003962,O040611,P0149,C00818,2026-10-18,Not as Expected,1,10537.93
R003963,O040619,P0235,C00038,2026-11-05,Wrong Product,1,1751.03
R003964,O040620,P0115,C04230,2026-10-12,Size Issue,1,6774.92
R003965,O040620,P0198,C04230,2026-10-05,Size Issue,1,13444.19
R003966,O040643,P0115,C02756,2026-10-03,Damaged During Delivery,2,13297.32
R003967,O040686,P0460,C07670,2026-11-21,Changed Mind,1,4892.9
R003968,O040695,P0057,C05630,2025-04-23,Late Delivery,1,8643.56
R003969,O040752,P0252,C00204,2027-01-05,Product Defect,1,5545.72
R003970,O040760,P0395,C08731,2026-05-31,Size Issue,2,3225.37
R003971,O040760,P0110,C08731,2026-06-08,Wrong Product,2,7744.1
R003972,O040761,P0171,C04203,2026-08-11,Product Defect,1,3239.61
R003973,O040772,P0125,C02971,2025-07-01,Damaged During Delivery,1,14690.43
R003974,O040772,P0027,C02971,2025-06-30,Product Defect,1,17345.39
R003975,O040778,P0070,C02843,2026-03-07,Changed Mind,1,2894.2
R003976,O040778,P0042,C02843,2026-03-12,Late Delivery,1,12417.28
R003977,O040784,P0357,C06834,2026-08-06,Size Issue,1,3694.65
R003978,O040793,P0239,C09514,2025-01-25,Not as Expected,1,3111.83
R003979,O040793,P0404,C09514,2025-01-16,Not as Expected,2,12316.11
R003980,O040828,P0327,C05387,2026-04-08,Not as Expected,1,290.48
R003981,O040838,P0392,C07550,2026-11-29,Size Issue,1,2810.36
R003982,O040838,P0437,C07550,2026-12-06,Damaged During Delivery,1,7767.77
R003983,O040840,P0420,C03538,2026-11-29,Changed Mind,1,1488.64
R003984,O040840,P0028,C03538,2026-11-24,Changed Mind,1,15175.49
R003985,O040840,P0491,C03538,2026-11-28,Wrong Product,1,10242.76
R003986,O040855,P0363,C01990,2026-11-15,Damaged During Delivery,1,3116.49
R003987,O040858,P0193,C00382,2025-11-05,Changed Mind,1,2482.12
R003988,O040858,P0307,C00382,2025-11-09,Not as Expected,1,2988.56
R003989,O040890,P0283,C01157,2026-03-10,Wrong Product,2,8542.3
R003990,O040935,P0056,C00422,2026-11-17,Changed Mind,2,19700.94
R003991,O040967,P0415,C04101,2025-10-21,Changed Mind,1,7364.2
R003992,O040990,P0255,C06028,2026-06-29,Size Issue,1,6066.31
R003993,O040990,P0228,C06028,2026-06-24,Changed Mind,2,2291.13
R003994,O041018,P0310,C07550,2025-09-27,Wrong Product,1,2834.54
R003995,O041018,P0159,C07550,2025-09-28,Product Defect,2,5935.21
R003996,O041018,P0312,C07550,2025-09-28,Wrong Product,1,440.18
R003997,O041032,P0152,C08612,2026-05-12,Not as Expected,2,5043.11
R003998,O041042,P0150,C00769,2025-03-12,Wrong Product,2,3281.67
R003999,O041157,P0462,C04053,2026-09-27,Changed Mind,1,9298.58
R004000,O041183,P0323,C08757,2026-06-20,Size Issue,2,880.43
R004001,O041184,P0052,C09138,2025-09-30,Size Issue,1,17911.52
R004002,O041184,P0419,C09138,2025-09-18,Not as Expected,1,8760.46
R004003,O041212,P0500,C06853,2025-03-14,Not as Expected,2,4414.4
R004004,O041224,P0413,C00523,2025-10-31,Product Defect,1,7306.39
R004005,O041224,P0107,C00523,2025-11-05,Not as Expected,1,4267.0
R004006,O041233,P0002,C02849,2026-05-12,Damaged During Delivery,1,25807.15
R004007,O041263,P0388,C05097,2026-07-11,Damaged During Delivery,2,8376.74
R004008,O041315,P0012,C00427,2025-08-27,Size Issue,1,32469.28
R004009,O041332,P0376,C09437,2025-06-25,Not as Expected,2,4783.27
R004010,O041339,P0171,C03770,2025-05-28,Size Issue,1,3421.53
R004011,O041344,P0052,C03575,2026-07-13,Not as Expected,1,14432.21
R004012,O041344,P0293,C03575,2026-07-09,Product Defect,1,3000.51
R004013,O041344,P0239,C03575,2026-07-13,Changed Mind,1,3013.49
R004014,O041345,P0039,C07724,2025-08-09,Damaged During Delivery,2,45882.79
R004015,O041355,P0084,C03140,2026-10-27,Size Issue,1,8152.7
R004016,O041355,P0379,C03140,2026-10-25,Damaged During Delivery,1,461.77
R004017,O041358,P0057,C05483,2025-06-23,Size Issue,1,8021.21
R004018,O041358,P0327,C05483,2025-06-14,Size Issue,2,583.86
R004019,O041358,P0290,C05483,2025-06-20,Damaged During Delivery,1,4524.91
R004020,O041362,P0160,C00298,2025-10-15,Size Issue,1,7208.56
R004021,O041377,P0293,C01303,2025-01-29,Late Delivery,1,3111.64
R004022,O041377,P0068,C01303,2025-02-10,Changed Mind,2,59924.2
R004023,O041379,P0257,C01207,2026-02-23,Not as Expected,1,5702.83
R004024,O041402,P0404,C02221,2025-12-26,Size Issue,1,7031.28
R004025,O041418,P0387,C06562,2026-06-22,Damaged During Delivery,1,331.61
R004026,O041427,P0456,C06554,2026-05-11,Size Issue,2,1848.04
R004027,O041433,P0099,C06078,2026-05-08,Product Defect,2,60693.01
R004028,O041440,P0160,C08127,2025-08-06,Wrong Product,1,7441.53
R004029,O041443,P0322,C05381,2026-01-04,Size Issue,2,8350.21
R004030,O041444,P0082,C00947,2026-03-25,Changed Mind,1,13310.27
R004031,O041445,P0025,C09179,2026-08-31,Not as Expected,1,27281.69
R004032,O041445,P0421,C09179,2026-08-31,Not as Expected,2,2946.02
R004033,O041453,P0057,C05076,2027-01-12,Size Issue,1,8099.15
R004034,O041456,P0276,C09524,2027-01-14,Changed Mind,1,6031.91
R004035,O041456,P0228,C09524,2027-01-11,Late Delivery,2,2377.54
R004036,O041465,P0107,C07460,2025-04-29,Not as Expected,1,3783.5
R004037,O041468,P0107,C07489,2026-04-30,Late Delivery,1,4095.46
R004038,O041538,P0489,C05075,2025-09-13,Changed Mind,1,5027.61
R004039,O041539,P0223,C02212,2026-11-02,Size Issue,2,8773.5
R004040,O041551,P0195,C09757,2025-04-20,Not as Expected,2,28820.85
R004041,O041551,P0326,C09757,2025-04-13,Size Issue,1,296.06
R004042,O041560,P0142,C07366,2026-06-25,Damaged During Delivery,1,2357.96
R004043,O041579,P0408,C09788,2026-04-27,Damaged During Delivery,2,19435.21
R004044,O041587,P0187,C07789,2025-11-18,Product Defect,2,3661.15
R004045,O041587,P0106,C07789,2025-11-18,Not as Expected,1,5943.28
R004046,O041615,P0017,C03012,2025-12-19,Late Delivery,2,2384.88
R004047,O041624,P0187,C07885,2026-08-11,Product Defect,1,1849.61
R004048,O041624,P0017,C07885,2026-08-11,Changed Mind,1,944.65
R004049,O041626,P0229,C08252,2026-02-10,Damaged During Delivery,1,1890.36
R004050,O041626,P0199,C08252,2026-02-12,Product Defect,1,13466.68
R004051,O041659,P0169,C07370,2025-10-10,Size Issue,1,3903.89
R004052,O041659,P0089,C07370,2025-10-25,Late Delivery,2,25473.52
R004053,O041660,P0294,C04981,2026-11-04,Changed Mind,1,2144.63
R004054,O041660,P0148,C04981,2026-11-03,Not as Expected,1,1481.44
R004055,O041661,P0455,C03758,2025-07-21,Size Issue,1,6075.94
R004056,O041667,P0278,C03354,2026-08-31,Damaged During Delivery,1,5239.14
R004057,O041667,P0249,C03354,2026-09-12,Not as Expected,1,3477.26
R004058,O041667,P0356,C03354,2026-09-12,Size Issue,1,4457.14
R004059,O041684,P0255,C00529,2026-12-01,Not as Expected,1,5646.47
R004060,O041688,P0009,C09447,2025-11-17,Size Issue,1,29521.91
R004061,O041688,P0149,C09447,2025-11-19,Not as Expected,1,10367.11
R004062,O041694,P0011,C00627,2026-01-01,Not as Expected,1,22768.68
R004063,O041694,P0043,C00627,2026-01-13,Changed Mind,1,26507.88
R004064,O041708,P0199,C09921,2025-09-20,Product Defect,1,13393.51
R004065,O041718,P0095,C09373,2025-09-09,Not as Expected,1,5574.17
R004066,O041748,P0008,C06997,2026-08-26,Size Issue,1,1673.37
R004067,O041748,P0010,C06997,2026-08-13,Wrong Product,1,12974.85
R004068,O041759,P0067,C00800,2026-05-06,Late Delivery,1,22076.72
R004069,O041776,P0246,C06614,2026-01-18,Changed Mind,1,3309.98
R004070,O041814,P0170,C00204,2026-03-14,Not as Expected,1,8433.67
R004071,O041814,P0447,C00204,2026-03-12,Size Issue,2,4180.02
R004072,O041818,P0455,C06690,2026-11-27,Wrong Product,1,5801.2
R004073,O041845,P0109,C07506,2026-08-04,Size Issue,1,13978.64
R004074,O041845,P0113,C07506,2026-08-06,Not as Expected,2,27096.1
R004075,O041853,P0476,C01678,2025-04-19,Size Issue,1,2219.52
R004076,O041853,P0153,C01678,2025-04-25,Changed Mind,1,4864.33
R004077,O041925,P0488,C08625,2025-04-27,Changed Mind,1,8847.98
R004078,O041926,P0356,C09646,2026-08-24,Product Defect,3,13539.96
R004079,O041926,P0224,C09646,2026-09-02,Damaged During Delivery,3,5370.66
R004080,O041927,P0044,C06009,2026-03-27,Changed Mind,1,6724.71
R004081,O041940,P0159,C09404,2026-04-27,Changed Mind,2,5853.07
R004082,O041956,P0234,C03112,2026-03-14,Changed Mind,1,4527.24
R004083,O041970,P0047,C01798,2025-04-02,Changed Mind,1,1360.33
R004084,O041972,P0113,C08688,2026-06-13,Changed Mind,1,13972.41
R004085,O041972,P0080,C08688,2026-06-03,Changed Mind,1,21535.46
R004086,O041977,P0106,C05515,2026-04-20,Size Issue,1,5842.58
R004087,O042009,P0454,C08605,2025-05-07,Wrong Product,1,10573.79
R004088,O042043,P0189,C03701,2025-04-09,Late Delivery,1,1060.73
R004089,O042043,P0148,C03701,2025-04-09,Size Issue,1,1483.83
R004090,O042070,P0248,C07079,2025-10-21,Not as Expected,1,4309.47
R004091,O042137,P0012,C07453,2026-11-16,Damaged During Delivery,2,60034.34
