inventory_id,product_id,date,opening_stock,units_received,units_sold,closing_stock,reorder_level
INV0004368,P0368,2026-09-01,422,75,120,377,54
INV0004369,P0369,2026-09-01,392,58,55,395,50
INV0004370,P0370,2026-09-01,177,32,100,109,50
INV0004371,P0371,2026-09-01,618,354,127,845,57
INV0004372,P0372,2026-09-01,565,98,118,545,53
INV0004373,P0373,2026-09-01,461,241,21,681,50
INV0004374,P0374,2026-09-01,232,46,94,184,50
INV0004375,P0375,2026-09-01,117,92,121,88,54
INV0004376,P0376,2026-09-01,354,314,173,495,77
INV0004377,P0377,2026-09-01,419,65,106,378,50
INV0004378,P0378,2026-09-01,389,123,89,423,50
INV0004379,P0379,2026-09-01,595,280,147,728,66
INV0004380,P0380,2026-09-01,328,364,113,579,50
INV0004381,P0381,2026-09-01,528,20,40,508,50
INV0004382,P0382,2026-09-01,692,236,69,859,50
INV0004383,P0383,2026-09-01,521,52,8,565,50
INV0004384,P0384,2026-09-01,572,257,10,819,50
INV0004385,P0385,2026-09-01,414,377,62,729,50
INV0004386,P0386,2026-09-01,167,388,34,521,50
INV0004387,P0387,2026-09-01,667,38,123,582,55
INV0004388,P0388,2026-09-01,662,121,85,698,50
INV0004389,P0389,2026-09-01,295,107,162,240,72
INV0004390,P0390,2026-09-01,128,165,84,209,50
INV0004391,P0391,2026-09-01,291,9,15,285,50
INV0004392,P0392,2026-09-01,120,75,65,130,50
INV0004393,P0393,2026-09-01,462,4,99,367,50
INV0004394,P0394,2026-09-01,590,288,117,761,52
INV0004395,P0395,2026-09-01,209,290,83,416,50
INV0004396,P0396,2026-09-01,140,29,89,80,50
INV0004397,P0397,2026-09-01,616,122,56,682,50
INV0004398,P0398,2026-09-01,72,137,37,172,50
INV0004399,P0399,2026-09-01,586,363,5,944,50
INV0004400,P0400,2026-09-01,124,216,163,177,73
INV0004401,P0401,2026-09-01,384,349,34,699,50
INV0004402,P0402,2026-09-01,212,8,17,203,50
INV0004403,P0403,2026-09-01,235,203,13,425,50
INV0004404,P0404,2026-09-01,661,90,102,649,50
INV0004405,P0405,2026-09-01,285,198,179,304,80
INV0004406,P0406,2026-09-01,200,283,98,385,50
INV0004407,P0407,2026-09-01,102,311,84,329,50
INV0004408,P0408,2026-09-01,80,315,51,344,50
INV0004409,P0409,2026-09-01,448,135,111,472,50
INV0004410,P0410,2026-09-01,458,84,26,516,50
INV0004411,P0411,2026-09-01,315,263,27,551,50
INV0004412,P0412,2026-09-01,334,290,160,464,72
INV0004413,P0413,2026-09-01,379,323,129,573,58
INV0004414,P0414,2026-09-01,426,217,106,537,50
INV0004415,P0415,2026-09-01,432,375,12,795,50
INV0004416,P0416,2026-09-01,616,1,17,600,50
INV0004417,P0417,2026-09-01,690,66,14,742,50
INV0004418,P0418,2026-09-01,170,0,177,0,79
INV0004419,P0419,2026-09-01,305,105,9,401,50
INV0004420,P0420,2026-09-01,444,287,165,566,74
INV0004421,P0421,2026-09-01,561,243,22,782,50
INV0004422,P0422,2026-09-01,370,115,91,394,50
INV0004423,P0423,2026-09-01,441,360,152,649,68
INV0004424,P0424,2026-09-01,315,241,145,411,65
INV0004425,P0425,2026-09-01,558,381,163,776,73
INV0004426,P0426,2026-09-01,448,322,36,734,50
INV0004427,P0427,2026-09-01,275,394,165,504,74
INV0004428,P0428,2026-09-01,94,264,85,273,50
INV0004429,P0429,2026-09-01,422,353,90,685,50
INV0004430,P0430,2026-09-01,401,252,33,620,50
INV0004431,P0431,2026-09-01,92,231,99,224,50
INV0004432,P0432,2026-09-01,476,203,91,588,50
INV0004433,P0433,2026-09-01,239,212,114,337,51
INV0004434,P0434,2026-09-01,381,2,44,339,50
INV0004435,P0435,2026-09-01,591,362,104,849,50
INV0004436,P0436,2026-09-01,656,308,114,850,51
INV0004437,P0437,2026-09-01,330,148,177,301,79
INV0004438,P0438,2026-09-01,355,40,173,222,77
INV0004439,P0439,2026-09-01,462,348,70,740,50
INV0004440,P0440,2026-09-01,492,35,117,410,52
INV0004441,P0441,2026-09-01,140,267,157,250,70
INV0004442,P0442,2026-09-01,605,134,116,623,52
INV0004443,P0443,2026-09-01,618,99,92,625,50
INV0004444,P0444,2026-09-01,557,265,69,753,50
INV0004445,P0445,2026-09-01,267,53,22,298,50
INV0004446,P0446,2026-09-01,55,154,57,152,50
INV0004447,P0447,2026-09-01,220,276,108,388,50
INV0004448,P0448,2026-09-01,248,233,36,445,50
INV0004449,P0449,2026-09-01,160,27,66,121,50
INV0004450,P0450,2026-09-01,360,137,147,350,66
INV0004451,P0451,2026-09-01,123,228,57,294,50
INV0004452,P0452,2026-09-01,449,90,53,486,50
INV0004453,P0453,2026-09-01,301,395,73,623,50
INV0004454,P0454,2026-09-01,567,312,113,766,50
INV0004455,P0455,2026-09-01,332,149,18,463,50
INV0004456,P0456,2026-09-01,651,55,106,600,50
INV0004457,P0457,2026-09-01,624,222,20,826,50
INV0004458,P0458,2026-09-01,390,333,39,684,50
INV0004459,P0459,2026-09-01,149,349,118,380,53
INV0004460,P0460,2026-09-01,574,395,88,881,50
INV0004461,P0461,2026-09-01,323,337,40,620,50
INV0004462,P0462,2026-09-01,113,240,51,302,50
INV0004463,P0463,2026-09-01,99,233,152,180,68
INV0004464,P0464,2026-09-01,95,81,33,143,50
INV0004465,P0465,2026-09-01,579,135,48,666,50
INV0004466,P0466,2026-09-01,512,63,126,449,56
INV0004467,P0467,2026-09-01,190,227,121,296,54
INV0004468,P0468,2026-09-01,608,220,167,661,75
INV0004469,P0469,2026-09-01,98,88,85,101,50
INV0004470,P0470,2026-09-01,455,109,113,451,50
INV0004471,P0471,2026-09-01,146,235,117,264,52
INV0004472,P0472,2026-09-01,204,221,33,392,50
INV0004473,P0473,2026-09-01,421,2,179,244,80
INV0004474,P0474,2026-09-01,286,65,53,298,50
INV0004475,P0475,2026-09-01,364,203,150,417,67
INV0004476,P0476,2026-09-01,686,124,86,724,50
INV0004477,P0477,2026-09-01,179,202,51,330,50
INV0004478,P0478,2026-09-01,473,194,92,575,50
INV0004479,P0479,2026-09-01,698,259,37,920,50
INV0004480,P0480,2026-09-01,526,251,40,737,50
INV0004481,P0481,2026-09-01,584,333,177,740,79
INV0004482,P0482,2026-09-01,650,395,35,1010,50
INV0004483,P0483,2026-09-01,595,195,124,666,55
INV0004484,P0484,2026-09-01,622,372,130,864,58
INV0004485,P0485,2026-09-01,316,101,97,320,50
INV0004486,P0486,2026-09-01,375,154,112,417,50
INV0004487,P0487,2026-09-01,499,382,119,762,53
INV0004488,P0488,2026-09-01,178,228,69,337,50
INV0004489,P0489,2026-09-01,547,336,97,786,50
INV0004490,P0490,2026-09-01,504,104,152,456,68
INV0004491,P0491,2026-09-01,627,142,81,688,50
INV0004492,P0492,2026-09-01,306,245,170,381,76
INV0004493,P0493,2026-09-01,326,95,45,376,50
INV0004494,P0494,2026-09-01,284,322,145,461,65
INV0004495,P0495,2026-09-01,553,201,79,675,50
INV0004496,P0496,2026-09-01,523,346,57,812,50
INV0004497,P0497,2026-09-01,294,51,107,238,50
INV0004498,P0498,2026-09-01,407,25,87,345,50
INV0004499,P0499,2026-09-01,365,94,76,383,50
INV0004500,P0500,2026-09-01,662,141,149,654,67
INV0004501,P0001,2026-10-01,50,70,221,0,99
INV0004502,P0002,2026-10-01,31,21,195,0,87
INV0004503,P0003,2026-10-01,107,363,71,399,50
INV0004504,P0004,2026-10-01,693,398,93,998,50
INV0004505,P0005,2026-10-01,75,136,95,116,50
INV0004506,P0006,2026-10-01,155,126,61,220,50
INV0004507,P0007,2026-10-01,221,383,179,425,80
INV0004508,P0008,2026-10-01,620,54,162,512,72
INV0004509,P0009,2026-10-01,676,146,115,707,51
INV0004510,P0010,2026-10-01,81,330,132,279,59
INV0004511,P0011,2026-10-01,336,209,66,479,50
INV0004512,P0012,2026-10-01,185,305,50,440,50
INV0004513,P0013,2026-10-01,631,320,43,908,50
INV0004514,P0014,2026-10-01,343,127,56,414,50
INV0004515,P0015,2026-10-01,476,295,127,644,57
INV0004516,P0016,2026-10-01,452,310,97,665,50
INV0004517,P0017,2026-10-01,267,6,46,227,50
INV0004518,P0018,2026-10-01,193,218,28,383,50
INV0004519,P0019,2026-10-01,687,227,154,760,69
INV0004520,P0020,2026-10-01,195,300,65,430,50
INV0004521,P0021,2026-10-01,549,67,100,516,50
INV0004522,P0022,2026-10-01,108,303,67,344,50
INV0004523,P0023,2026-10-01,514,139,6,647,50
INV0004524,P0024,2026-10-01,266,194,113,347,50
INV0004525,P0025,2026-10-01,377,96,42,431,50
INV0004526,P0026,2026-10-01,677,182,20,839,50
INV0004527,P0027,2026-10-01,649,147,87,709,50
INV0004528,P0028,2026-10-01,295,101,94,302,50
INV0004529,P0029,2026-10-01,670,302,110,862,50
INV0004530,P0030,2026-10-01,579,249,177,651,79
INV0004531,P0031,2026-10-01,302,297,13,586,50
INV0004532,P0032,2026-10-01,445,330,49,726,50
INV0004533,P0033,2026-10-01,488,66,115,439,51
INV0004534,P0034,2026-10-01,64,117,74,107,50
INV0004535,P0035,2026-10-01,220,8,167,61,75
INV0004536,P0036,2026-10-01,605,5,64,546,50
INV0004537,P0037,2026-10-01,642,95,80,657,50
INV0004538,P0038,2026-10-01,203,45,101,147,50
INV0004539,P0039,2026-10-01,161,7,11,157,50
INV0004540,P0040,2026-10-01,617,249,138,728,62
INV0004541,P0041,2026-10-01,638,15,173,480,77
INV0004542,P0042,2026-10-01,153,366,162,357,72
INV0004543,P0043,2026-10-01,376,321,92,605,50
INV0004544,P0044,2026-10-01,568,217,15,770,50
INV0004545,P0045,2026-10-01,414,53,19,448,50
INV0004546,P0046,2026-10-01,548,305,18,835,50
INV0004547,P0047,2026-10-01,213,330,17,526,50
INV0004548,P0048,2026-10-01,166,327,50,443,50
INV0004549,P0049,2026-10-01,420,65,150,335,67
INV0004550,P0050,2026-10-01,327,142,120,349,54
INV0004551,P0051,2026-10-01,81,19,197,0,88
INV0004552,P0052,2026-10-01,346,81,43,384,50
INV0004553,P0053,2026-10-01,64,381,81,364,50
INV0004554,P0054,2026-10-01,574,387,65,896,50
INV0004555,P0055,2026-10-01,647,54,157,544,70
INV0004556,P0056,2026-10-01,290,287,175,402,78
INV0004557,P0057,2026-10-01,479,226,27,678,50
INV0004558,P0058,2026-10-01,616,176,33,759,50
INV0004559,P0059,2026-10-01,147,167,138,176,62
INV0004560,P0060,2026-10-01,251,4,145,110,65
INV0004561,P0061,2026-10-01,117,92,90,119,50
INV0004562,P0062,2026-10-01,569,195,17,747,50
INV0004563,P0063,2026-10-01,158,97,15,240,50
INV0004564,P0064,2026-10-01,153,217,40,330,50
INV0004565,P0065,2026-10-01,84,395,88,391,50
INV0004566,P0066,2026-10-01,305,311,37,579,50
INV0004567,P0067,2026-10-01,256,341,158,439,71
INV0004568,P0068,2026-10-01,247,272,176,343,79
INV0004569,P0069,2026-10-01,502,40,19,523,50
INV0004570,P0070,2026-10-01,376,374,150,600,67
INV0004571,P0071,2026-10-01,411,242,62,591,50
INV0004572,P0072,2026-10-01,282,305,33,554,50
INV0004573,P0073,2026-10-01,464,375,52,787,50
INV0004574,P0074,2026-10-01,430,310,35,705,50
INV0004575,P0075,2026-10-01,71,347,13,405,50
INV0004576,P0076,2026-10-01,464,342,63,743,50
INV0004577,P0077,2026-10-01,555,230,111,674,50
INV0004578,P0078,2026-10-01,668,270,113,825,50
INV0004579,P0079,2026-10-01,87,245,149,183,67
INV0004580,P0080,2026-10-01,419,206,171,454,76
INV0004581,P0081,2026-10-01,74,223,6,291,50
INV0004582,P0082,2026-10-01,529,101,150,480,67
INV0004583,P0083,2026-10-01,558,134,122,570,54
INV0004584,P0084,2026-10-01,218,46,20,244,50
INV0004585,P0085,2026-10-01,279,363,144,498,64
INV0004586,P0086,2026-10-01,680,353,136,897,61
INV0004587,P0087,2026-10-01,484,333,112,705,50
INV0004588,P0088,2026-10-01,515,167,28,654,50
INV0004589,P0089,2026-10-01,410,132,23,519,50
INV0004590,P0090,2026-10-01,476,356,31,801,50
INV0004591,P0091,2026-10-01,442,303,33,712,50
INV0004592,P0092,2026-10-01,526,111,37,600,50
INV0004593,P0093,2026-10-01,160,226,20,366,50
INV0004594,P0094,2026-10-01,103,26,164,0,73
INV0004595,P0095,2026-10-01,521,92,70,543,50
INV0004596,P0096,2026-10-01,594,262,153,703,68
INV0004597,P0097,2026-10-01,504,101,100,505,50
INV0004598,P0098,2026-10-01,602,45,118,529,53
INV0004599,P0099,2026-10-01,320,312,5,627,50
INV0004600,P0100,2026-10-01,568,82,136,514,61
INV0004601,P0101,2026-10-01,287,330,11,606,50
INV0004602,P0102,2026-10-01,227,312,161,378,72
INV0004603,P0103,2026-10-01,676,203,23,856,50
INV0004604,P0104,2026-10-01,623,67,27,663,50
INV0004605,P0105,2026-10-01,341,115,85,371,50
INV0004606,P0106,2026-10-01,211,307,71,447,50
INV0004607,P0107,2026-10-01,64,279,104,239,50
INV0004608,P0108,2026-10-01,403,228,178,453,80
INV0004609,P0109,2026-10-01,293,365,22,636,50
INV0004610,P0110,2026-10-01,330,300,145,485,65
INV0004611,P0111,2026-10-01,505,238,108,635,50
INV0004612,P0112,2026-10-01,115,136,32,219,50
INV0004613,P0113,2026-10-01,161,29,61,129,50
INV0004614,P0114,2026-10-01,162,378,123,417,55
INV0004615,P0115,2026-10-01,147,102,26,223,50
INV0004616,P0116,2026-10-01,591,144,117,618,52
INV0004617,P0117,2026-10-01,130,321,114,337,51
INV0004618,P0118,2026-10-01,306,62,172,196,77
INV0004619,P0119,2026-10-01,481,363,158,686,71
INV0004620,P0120,2026-10-01,608,89,9,688,50
INV0004621,P0121,2026-10-01,611,73,79,605,50
INV0004622,P0122,2026-10-01,167,27,95,99,50
INV0004623,P0123,2026-10-01,262,299,176,385,79
INV0004624,P0124,2026-10-01,251,30,94,187,50
INV0004625,P0125,2026-10-01,425,227,83,569,50
INV0004626,P0126,2026-10-01,603,132,131,604,58
INV0004627,P0127,2026-10-01,404,126,142,388,63
INV0004628,P0128,2026-10-01,258,261,126,393,56
INV0004629,P0129,2026-10-01,220,237,30,427,50
INV0004630,P0130,2026-10-01,180,167,143,204,64
INV0004631,P0131,2026-10-01,336,270,166,440,74
INV0004632,P0132,2026-10-01,249,309,99,459,50
INV0004633,P0133,2026-10-01,416,68,5,479,50
INV0004634,P0134,2026-10-01,331,210,69,472,50
INV0004635,P0135,2026-10-01,372,314,7,679,50
INV0004636,P0136,2026-10-01,188,49,37,200,50
INV0004637,P0137,2026-10-01,344,317,50,611,50
INV0004638,P0138,2026-10-01,205,201,73,333,50
INV0004639,P0139,2026-10-01,67,372,15,424,50
INV0004640,P0140,2026-10-01,559,399,64,894,50
INV0004641,P0141,2026-10-01,587,89,163,513,73
INV0004642,P0142,2026-10-01,348,343,105,586,50
INV0004643,P0143,2026-10-01,155,7,26,136,50
INV0004644,P0144,2026-10-01,410,206,65,551,50
INV0004645,P0145,2026-10-01,483,253,116,620,52
INV0004646,P0146,2026-10-01,174,123,130,167,58
INV0004647,P0147,2026-10-01,531,73,75,529,50
INV0004648,P0148,2026-10-01,531,94,156,469,70
INV0004649,P0149,2026-10-01,523,225,59,689,50
INV0004650,P0150,2026-10-01,139,210,138,211,62
INV0004651,P0151,2026-10-01,142,355,20,477,50
INV0004652,P0152,2026-10-01,406,79,61,424,50
INV0004653,P0153,2026-10-01,65,76,118,23,53
INV0004654,P0154,2026-10-01,644,231,177,698,79
INV0004655,P0155,2026-10-01,641,181,143,679,64
INV0004656,P0156,2026-10-01,108,82,109,81,50
INV0004657,P0157,2026-10-01,588,65,52,601,50
INV0004658,P0158,2026-10-01,124,256,31,349,50
INV0004659,P0159,2026-10-01,55,124,25,154,50
INV0004660,P0160,2026-10-01,466,177,36,607,50
INV0004661,P0161,2026-10-01,166,375,113,428,50
INV0004662,P0162,2026-10-01,678,155,118,715,53
INV0004663,P0163,2026-10-01,664,121,138,647,62
INV0004664,P0164,2026-10-01,372,298,166,504,74
INV0004665,P0165,2026-10-01,233,32,99,166,50
INV0004666,P0166,2026-10-01,54,396,136,314,61
INV0004667,P0167,2026-10-01,65,286,8,343,50
INV0004668,P0168,2026-10-01,372,316,118,570,53
INV0004669,P0169,2026-10-01,233,168,54,347,50
INV0004670,P0170,2026-10-01,256,50,94,212,50
INV0004671,P0171,2026-10-01,692,392,117,967,52
INV0004672,P0172,2026-10-01,548,234,51,731,50
INV0004673,P0173,2026-10-01,473,274,18,729,50
INV0004674,P0174,2026-10-01,138,250,83,305,50
INV0004675,P0175,2026-10-01,517,359,151,725,67
INV0004676,P0176,2026-10-01,133,309,133,309,59
INV0004677,P0177,2026-10-01,98,100,8,190,50
INV0004678,P0178,2026-10-01,223,87,111,199,50
INV0004679,P0179,2026-10-01,633,63,152,544,68
INV0004680,P0180,2026-10-01,569,345,136,778,61
INV0004681,P0181,2026-10-01,212,93,6,299,50
INV0004682,P0182,2026-10-01,650,108,5,753,50
INV0004683,P0183,2026-10-01,697,125,125,697,56
INV0004684,P0184,2026-10-01,645,107,103,649,50
INV0004685,P0185,2026-10-01,132,288,20,400,50
INV0004686,P0186,2026-10-01,583,129,145,567,65
INV0004687,P0187,2026-10-01,633,83,108,608,50
INV0004688,P0188,2026-10-01,539,65,139,465,62
INV0004689,P0189,2026-10-01,256,176,70,362,50
INV0004690,P0190,2026-10-01,380,260,23,617,50
INV0004691,P0191,2026-10-01,367,82,5,444,50
INV0004692,P0192,2026-10-01,402,315,20,697,50
INV0004693,P0193,2026-10-01,573,356,19,910,50
INV0004694,P0194,2026-10-01,162,45,136,71,61
INV0004695,P0195,2026-10-01,436,354,56,734,50
INV0004696,P0196,2026-10-01,263,221,128,356,57
INV0004697,P0197,2026-10-01,612,173,120,665,54
INV0004698,P0198,2026-10-01,315,58,51,322,50
INV0004699,P0199,2026-10-01,454,177,70,561,50
INV0004700,P0200,2026-10-01,137,294,174,257,78
INV0004701,P0201,2026-10-01,151,184,48,287,50
INV0004702,P0202,2026-10-01,284,306,177,413,79
INV0004703,P0203,2026-10-01,362,198,11,549,50
INV0004704,P0204,2026-10-01,377,67,20,424,50
INV0004705,P0205,2026-10-01,112,255,177,190,79
INV0004706,P0206,2026-10-01,475,242,13,704,50
INV0004707,P0207,2026-10-01,494,10,149,355,67
INV0004708,P0208,2026-10-01,229,135,119,245,53
INV0004709,P0209,2026-10-01,125,16,86,55,50
INV0004710,P0210,2026-10-01,544,319,48,815,50
INV0004711,P0211,2026-10-01,667,301,51,917,50
INV0004712,P0212,2026-10-01,110,297,36,371,50
INV0004713,P0213,2026-10-01,511,310,127,694,57
INV0004714,P0214,2026-10-01,290,321,135,476,60
INV0004715,P0215,2026-10-01,297,290,101,486,50
INV0004716,P0216,2026-10-01,428,284,16,696,50
INV0004717,P0217,2026-10-01,389,249,34,604,50
INV0004718,P0218,2026-10-01,649,56,63,642,50
INV0004719,P0219,2026-10-01,140,119,154,105,69
INV0004720,P0220,2026-10-01,658,176,152,682,68
INV0004721,P0221,2026-10-01,527,196,64,659,50
INV0004722,P0222,2026-10-01,309,34,66,277,50
INV0004723,P0223,2026-10-01,515,245,132,628,59
INV0004724,P0224,2026-10-01,81,366,64,383,50
INV0004725,P0225,2026-10-01,626,22,85,563,50
INV0004726,P0226,2026-10-01,124,246,33,337,50
INV0004727,P0227,2026-10-01,227,340,116,451,52
INV0004728,P0228,2026-10-01,481,229,58,652,50
INV0004729,P0229,2026-10-01,147,320,98,369,50
INV0004730,P0230,2026-10-01,300,383,41,642,50
INV0004731,P0231,2026-10-01,383,151,35,499,50
INV0004732,P0232,2026-10-01,88,88,81,95,50
INV0004733,P0233,2026-10-01,646,336,135,847,60
INV0004734,P0234,2026-10-01,690,8,101,597,50
INV0004735,P0235,2026-10-01,345,223,144,424,64
INV0004736,P0236,2026-10-01,478,206,130,554,58
INV0004737,P0237,2026-10-01,428,345,172,601,77
INV0004738,P0238,2026-10-01,531,270,130,671,58
INV0004739,P0239,2026-10-01,427,175,104,498,50
INV0004740,P0240,2026-10-01,671,143,40,774,50
INV0004741,P0241,2026-10-01,171,230,133,268,59
INV0004742,P0242,2026-10-01,240,316,125,431,56
INV0004743,P0243,2026-10-01,282,307,104,485,50
INV0004744,P0244,2026-10-01,176,145,166,155,74
INV0004745,P0245,2026-10-01,526,43,41,528,50
INV0004746,P0246,2026-10-01,537,139,156,520,70
INV0004747,P0247,2026-10-01,353,6,6,353,50
INV0004748,P0248,2026-10-01,624,215,40,799,50
INV0004749,P0249,2026-10-01,229,135,161,203,72
INV0004750,P0250,2026-10-01,313,233,156,390,70
INV0004751,P0251,2026-10-01,115,210,93,232,50
INV0004752,P0252,2026-10-01,685,265,150,800,67
INV0004753,P0253,2026-10-01,163,147,86,224,50
INV0004754,P0254,2026-10-01,130,245,48,327,50
INV0004755,P0255,2026-10-01,100,34,140,0,63
INV0004756,P0256,2026-10-01,334,261,80,515,50
INV0004757,P0257,2026-10-01,299,174,118,355,53
INV0004758,P0258,2026-10-01,600,192,116,676,52
INV0004759,P0259,2026-10-01,288,53,6,335,50
INV0004760,P0260,2026-10-01,231,164,28,367,50
INV0004761,P0261,2026-10-01,85,150,38,197,50
INV0004762,P0262,2026-10-01,534,308,136,706,61
INV0004763,P0263,2026-10-01,383,125,35,473,50
INV0004764,P0264,2026-10-01,549,258,53,754,50
INV0004765,P0265,2026-10-01,538,393,112,819,50
INV0004766,P0266,2026-10-01,106,367,76,397,50
INV0004767,P0267,2026-10-01,500,300,37,763,50
INV0004768,P0268,2026-10-01,499,194,104,589,50
INV0004769,P0269,2026-10-01,171,194,90,275,50
INV0004770,P0270,2026-10-01,233,219,141,311,63
INV0004771,P0271,2026-10-01,516,117,87,546,50
INV0004772,P0272,2026-10-01,115,330,5,440,50
INV0004773,P0273,2026-10-01,582,178,153,607,68
INV0004774,P0274,2026-10-01,472,89,97,464,50
INV0004775,P0275,2026-10-01,330,194,109,415,50
INV0004776,P0276,2026-10-01,448,244,163,529,73
INV0004777,P0277,2026-10-01,620,189,49,760,50
INV0004778,P0278,2026-10-01,445,148,81,512,50
INV0004779,P0279,2026-10-01,138,164,161,141,72
INV0004780,P0280,2026-10-01,625,17,64,578,50
INV0004781,P0281,2026-10-01,293,356,59,590,50
INV0004782,P0282,2026-10-01,516,56,42,530,50
INV0004783,P0283,2026-10-01,250,61,174,137,78
INV0004784,P0284,2026-10-01,200,280,164,316,73
INV0004785,P0285,2026-10-01,537,94,98,533,50
INV0004786,P0286,2026-10-01,209,169,98,280,50
INV0004787,P0287,2026-10-01,123,5,73,55,50
INV0004788,P0288,2026-10-01,365,127,30,462,50
INV0004789,P0289,2026-10-01,152,370,97,425,50
INV0004790,P0290,2026-10-01,621,292,108,805,50
INV0004791,P0291,2026-10-01,209,193,77,325,50
INV0004792,P0292,2026-10-01,301,38,77,262,50
INV0004793,P0293,2026-10-01,421,182,125,478,56
INV0004794,P0294,2026-10-01,264,70,149,185,67
INV0004795,P0295,2026-10-01,584,36,49,571,50
INV0004796,P0296,2026-10-01,512,214,33,693,50
INV0004797,P0297,2026-10-01,477,224,119,582,53
INV0004798,P0298,2026-10-01,166,191,62,295,50
INV0004799,P0299,2026-10-01,601,117,175,543,78
INV0004800,P0300,2026-10-01,551,389,113,827,50
INV0004801,P0301,2026-10-01,215,299,51,463,50
INV0004802,P0302,2026-10-01,89,215,57,247,50
INV0004803,P0303,2026-10-01,116,268,102,282,50
INV0004804,P0304,2026-10-01,568,273,169,672,76
INV0004805,P0305,2026-10-01,218,87,39,266,50
INV0004806,P0306,2026-10-01,533,218,146,605,65
INV0004807,P0307,2026-10-01,70,195,135,130,60
INV0004808,P0308,2026-10-01,108,377,166,319,74
INV0004809,P0309,2026-10-01,428,2,171,259,76
INV0004810,P0310,2026-10-01,242,397,124,515,55
INV0004811,P0311,2026-10-01,687,98,38,747,50
INV0004812,P0312,2026-10-01,644,397,88,953,50
INV0004813,P0313,2026-10-01,520,44,166,398,74
INV0004814,P0314,2026-10-01,177,201,8,370,50
INV0004815,P0315,2026-10-01,160,359,100,419,50
INV0004816,P0316,2026-10-01,666,379,161,884,72
INV0004817,P0317,2026-10-01,397,123,148,372,66
INV0004818,P0318,2026-10-01,309,250,101,458,50
INV0004819,P0319,2026-10-01,250,84,114,220,51
INV0004820,P0320,2026-10-01,469,33,166,336,74
INV0004821,P0321,2026-10-01,87,69,16,140,50
INV0004822,P0322,2026-10-01,543,291,36,798,50
INV0004823,P0323,2026-10-01,601,179,28,752,50
INV0004824,P0324,2026-10-01,422,261,84,599,50
INV0004825,P0325,2026-10-01,127,374,111,390,50
INV0004826,P0326,2026-10-01,280,199,164,315,73
INV0004827,P0327,2026-10-01,610,314,54,870,50
INV0004828,P0328,2026-10-01,248,240,149,339,67
INV0004829,P0329,2026-10-01,325,340,110,555,50
INV0004830,P0330,2026-10-01,637,131,77,691,50
INV0004831,P0331,2026-10-01,440,177,37,580,50
INV0004832,P0332,2026-10-01,415,41,56,400,50
INV0004833,P0333,2026-10-01,370,106,95,381,50
INV0004834,P0334,2026-10-01,443,101,99,445,50
INV0004835,P0335,2026-10-01,521,198,127,592,57
INV0004836,P0336,2026-10-01,229,255,173,311,77
INV0004837,P0337,2026-10-01,439,54,119,374,53
INV0004838,P0338,2026-10-01,277,87,39,325,50
INV0004839,P0339,2026-10-01,512,354,102,764,50
INV0004840,P0340,2026-10-01,55,320,88,287,50
INV0004841,P0341,2026-10-01,693,219,103,809,50
INV0004842,P0342,2026-10-01,356,129,177,308,79
INV0004843,P0343,2026-10-01,242,145,77,310,50
INV0004844,P0344,2026-10-01,593,283,144,732,64
INV0004845,P0345,2026-10-01,183,55,107,131,50
INV0004846,P0346,2026-10-01,338,212,101,449,50
INV0004847,P0347,2026-10-01,176,53,27,202,50
INV0004848,P0348,2026-10-01,669,249,38,880,50
INV0004849,P0349,2026-10-01,441,226,48,619,50
INV0004850,P0350,2026-10-01,610,169,163,616,73
INV0004851,P0351,2026-10-01,158,350,136,372,61
INV0004852,P0352,2026-10-01,227,146,7,366,50
INV0004853,P0353,2026-10-01,127,186,156,157,70
INV0004854,P0354,2026-10-01,601,271,173,699,77
INV0004855,P0355,2026-10-01,504,121,9,616,50
INV0004856,P0356,2026-10-01,568,23,109,482,50
INV0004857,P0357,2026-10-01,238,181,107,312,50
INV0004858,P0358,2026-10-01,140,179,50,269,50
INV0004859,P0359,2026-10-01,655,309,28,936,50
INV0004860,P0360,2026-10-01,367,172,89,450,50
INV0004861,P0361,2026-10-01,377,62,28,411,50
INV0004862,P0362,2026-10-01,696,282,96,882,50
INV0004863,P0363,2026-10-01,379,196,176,399,79
INV0004864,P0364,2026-10-01,283,25,25,283,50
INV0004865,P0365,2026-10-01,269,157,57,369,50
INV0004866,P0366,2026-10-01,76,261,30,307,50
INV0004867,P0367,2026-10-01,231,318,155,394,69
INV0004868,P0368,2026-10-01,508,176,32,652,50
INV0004869,P0369,2026-10-01,634,231,74,791,50
INV0004870,P0370,2026-10-01,552,395,41,906,50
INV0004871,P0371,2026-10-01,247,193,24,416,50
INV0004872,P0372,2026-10-01,686,84,97,673,50
INV0004873,P0373,2026-10-01,131,136,99,168,50
INV0004874,P0374,2026-10-01,623,70,49,644,50
INV0004875,P0375,2026-10-01,435,179,45,569,50
INV0004876,P0376,2026-10-01,373,142,175,340,78
INV0004877,P0377,2026-10-01,443,260,141,562,63
INV0004878,P0378,2026-10-01,366,295,31,630,50
INV0004879,P0379,2026-10-01,697,240,120,817,54
INV0004880,P0380,2026-10-01,267,185,152,300,68
INV0004881,P0381,2026-10-01,453,16,62,407,50
INV0004882,P0382,2026-10-01,479,26,122,383,54
INV0004883,P0383,2026-10-01,230,154,28,356,50
INV0004884,P0384,2026-10-01,527,192,157,562,70
