customer_id,customer_name,gender,age,city,state,customer_segment,acquisition_channel,registration_date
C09149,Customer 9149,Female,60,Chennai,Tamil Nadu,New,Google Ads,2024-08-12
C09150,Customer 9150,Female,29,Pune,Maharashtra,Loyal,Organic Search,2024-05-06
C09151,Customer 9151,Male,23,Bengaluru,Karnataka,One-Time,Meta Ads,2025-06-18
C09152,Customer 9152,Male,55,Chennai,Tamil Nadu,New,Meta Ads,2025-08-22
C09153,Customer 9153,Male,19,New Delhi,Delhi,Dormant,Marketplace,2025-01-26
C09154,Customer 9154,Female,60,Thiruvananthapuram,Kerala,At-Risk,Meta Ads,2025-06-12
C09155,Customer 9155,Male,37,Delhi,Delhi,One-Time,Marketplace,2025-09-15
C09156,Customer 9156,Female,42,Kochi,Kerala,New,Affiliate,2025-08-18
C09157,Customer 9157,Male,41,Delhi,Delhi,VIP,Influencer,2026-04-29
C09158,Customer 9158,Male,38,Hyderabad,Telangana,New,Organic Search,2024-06-01
C09159,Customer 9159,Other,18,Nagpur,Maharashtra,Loyal,Organic Search,2026-05-09
C09160,Customer 9160,Female,24,Chennai,Tamil Nadu,At-Risk,Instagram,2024-03-14
C09161,Customer 9161,Female,34,Mangaluru,Karnataka,One-Time,Instagram,2024-01-27
C09162,Customer 9162,Male,29,Kanpur,Uttar Pradesh,One-Time,Influencer,2025-04-25
C09163,Customer 9163,Female,57,Kolkata,West Bengal,New,Instagram,2025-03-10
C09164,Customer 9164,Female,65,Ahmedabad,Gujarat,One-Time,Email,2025-04-21
C09165,Customer 9165,Male,27,New Delhi,Delhi,Loyal,Marketplace,2026-06-13
C09166,Customer 9166,Male,53,Coimbatore,Tamil Nadu,New,Meta Ads,2025-01-14
C09167,Customer 9167,Female,42,Surat,Gujarat,Dormant,Affiliate,2026-02-01
C09168,Customer 9168,Female,54,Pune,Maharashtra,VIP,Meta Ads,2025-09-06
C09169,Customer 9169,Male,54,Pune,Maharashtra,New,Google Ads,2024-02-26
C09170,Customer 9170,Female,57,Mangaluru,Karnataka,Loyal,Organic Search,2025-01-11
C09171,Customer 9171,Male,64,Pune,Maharashtra,One-Time,Email,2024-04-28
C09172,Customer 9172,Male,46,Kolkata,West Bengal,One-Time,Affiliate,2026-02-09
C09173,Customer 9173,Male,62,Hyderabad,Telangana,Loyal,Google Ads,2024-11-25
C09174,Customer 9174,Male,39,Nagpur,Maharashtra,New,Google Ads,2025-11-30
C09175,Customer 9175,Male,20,Kochi,Kerala,New,Influencer,2024-03-07
C09176,Customer 9176,Male,34,Kochi,Kerala,New,Email,2024-10-29
C09177,Customer 9177,Male,51,New Delhi,Delhi,New,Email,2025-12-22
C09178,Customer 9178,Male,19,Delhi,Delhi,Loyal,Meta Ads,2026-03-15
C09179,Customer 9179,Female,57,Lucknow,Uttar Pradesh,Dormant,Marketplace,2024-01-24
C09180,Customer 9180,Male,56,Warangal,Telangana,Loyal,Marketplace,2025-03-18
C09181,Customer 9181,Female,29,Madurai,Tamil Nadu,Dormant,Email,2026-02-27
C09182,Customer 9182,Female,59,Nizamabad,Telangana,Loyal,Meta Ads,2025-02-21
C09183,Customer 9183,Male,55,Coimbatore,Tamil Nadu,One-Time,Marketplace,2024-09-26
C09184,Customer 9184,Female,34,Kozhikode,Kerala,At-Risk,Marketplace,2025-10-10
C09185,Customer 9185,Female,62,Jodhpur,Rajasthan,New,Email,2025-12-13
C09186,Customer 9186,Male,42,Kozhikode,Kerala,New,Organic Search,2026-05-10
C09187,Customer 9187,Male,39,Jaipur,Rajasthan,Dormant,Instagram,2026-03-31
C09188,Customer 9188,Male,45,Vadodara,Gujarat,Loyal,Meta Ads,2024-01-30
C09189,Customer 9189,Male,65,Jaipur,Rajasthan,Dormant,Organic Search,2025-12-31
C09190,Customer 9190,Male,49,Kolkata,West Bengal,New,Organic Search,2024-06-06
C09191,Customer 9191,Other,42,New Delhi,Delhi,At-Risk,Email,2026-01-23
C09192,Customer 9192,Female,49,Mysuru,Karnataka,New,Affiliate,2025-12-25
C09193,Customer 9193,Female,53,Delhi,Delhi,One-Time,Instagram,2024-07-26
C09194,Customer 9194,Female,27,Bengaluru,Karnataka,At-Risk,Influencer,2025-02-01
C09195,Customer 9195,Male,43,Delhi,Delhi,One-Time,Meta Ads,2025-11-24
C09196,Customer 9196,Female,50,Mumbai,Maharashtra,Loyal,Marketplace,2026-02-11
C09197,Customer 9197,Female,27,Surat,Gujarat,At-Risk,Meta Ads,2026-02-23
C09198,Customer 9198,Male,54,Mysuru,Karnataka,At-Risk,Google Ads,2024-11-12
C09199,Customer 9199,Male,18,Mysuru,Karnataka,New,Organic Search,2024-03-12
C09200,Customer 9200,Male,18,Delhi,Delhi,New,Google Ads,2026-05-27
C09201,Customer 9201,Female,36,Nagpur,Maharashtra,Dormant,Google Ads,2026-02-17
C09202,Customer 9202,Female,47,Kozhikode,Kerala,Loyal,Organic Search,2024-07-13
C09203,Customer 9203,Male,23,Madurai,Tamil Nadu,Loyal,Meta Ads,2025-06-08
C09204,Customer 9204,Male,38,Madurai,Tamil Nadu,New,Affiliate,2026-05-04
C09205,Customer 9205,Female,26,Warangal,Telangana,New,Google Ads,2024-10-19
C09206,Customer 9206,Male,60,Noida,Uttar Pradesh,Dormant,Instagram,2025-12-11
C09207,Customer 9207,Female,53,Kolkata,West Bengal,Loyal,Instagram,2025-03-14
C09208,Customer 9208,Female,63,Madurai,Tamil Nadu,At-Risk,Email,2026-05-26
C09209,Customer 9209,Female,35,Mangaluru,Karnataka,New,Instagram,2025-01-02
C09210,Customer 9210,Male,46,Udaipur,Rajasthan,New,Instagram,2024-05-25
C09211,Customer 9211,Male,35,Kozhikode,Kerala,Loyal,Meta Ads,2026-05-06
C09212,Customer 9212,Female,37,Madurai,Tamil Nadu,At-Risk,Google Ads,2024-11-13
C09213,Customer 9213,Male,44,Nagpur,Maharashtra,One-Time,Organic Search,2024-09-05
C09214,Customer 9214,Female,63,Hyderabad,Telangana,One-Time,Email,2024-06-26
C09215,Customer 9215,Female,59,Hyderabad,Telangana,Loyal,Instagram,2025-01-04
C09216,Customer 9216,Male,30,Jodhpur,Rajasthan,New,Meta Ads,2026-01-16
C09217,Customer 9217,Female,32,Thiruvananthapuram,Kerala,One-Time,Marketplace,2024-11-05
C09218,Customer 9218,Male,41,Kozhikode,Kerala,Loyal,Meta Ads,2024-08-29
C09219,Customer 9219,Male,54,Kanpur,Uttar Pradesh,New,Marketplace,2025-02-02
C09220,Customer 9220,Male,34,Nagpur,Maharashtra,Loyal,Meta Ads,2025-04-18
C09221,Customer 9221,Male,21,Kozhikode,Kerala,New,Marketplace,2026-01-14
C09222,Customer 9222,Male,25,Bengaluru,Karnataka,VIP,Instagram,2024-06-22
C09223,Customer 9223,Female,37,Mysuru,Karnataka,At-Risk,Email,2024-10-17
C09224,Customer 9224,Male,60,Kolkata,West Bengal,At-Risk,Meta Ads,2025-09-28
C09225,Customer 9225,Female,51,Warangal,Telangana,Loyal,Marketplace,2025-01-21
C09226,Customer 9226,Male,30,Noida,Uttar Pradesh,Loyal,Meta Ads,2025-10-30
C09227,Customer 9227,Male,46,Kozhikode,Kerala,One-Time,Organic Search,2025-02-01
C09228,Customer 9228,Female,56,Lucknow,Uttar Pradesh,One-Time,Google Ads,2024-04-13
C09229,Customer 9229,Female,31,Noida,Uttar Pradesh,New,Email,2026-02-14
C09230,Customer 9230,Male,54,Madurai,Tamil Nadu,VIP,Organic Search,2025-09-09
C09231,Customer 9231,Male,48,Warangal,Telangana,New,Email,2024-05-01
C09232,Customer 9232,Male,50,Lucknow,Uttar Pradesh,One-Time,Organic Search,2024-05-28
C09233,Customer 9233,Male,24,Ahmedabad,Gujarat,Loyal,Affiliate,2024-11-01
C09234,Customer 9234,Male,23,Thiruvananthapuram,Kerala,Loyal,Email,2026-05-08
C09235,Customer 9235,Male,39,Pune,Maharashtra,One-Time,Meta Ads,2024-09-26
C09236,Customer 9236,Male,37,Mangaluru,Karnataka,Loyal,Instagram,2026-03-02
C09237,Customer 9237,Female,32,Coimbatore,Tamil Nadu,Loyal,Organic Search,2025-03-15
C09238,Customer 9238,Male,62,Kolkata,West Bengal,Dormant,Meta Ads,2024-06-30
C09239,Customer 9239,Female,29,Noida,Uttar Pradesh,Loyal,Organic Search,2024-04-13
C09240,Customer 9240,Male,35,Kochi,Kerala,One-Time,Google Ads,2024-11-02
C09241,Customer 9241,Female,20,Bengaluru,Karnataka,At-Risk,Marketplace,2024-07-19
C09242,Customer 9242,Male,18,Delhi,Delhi,New,Organic Search,2025-06-20
C09243,Customer 9243,Male,33,Nizamabad,Telangana,One-Time,Email,2026-05-31
C09244,Customer 9244,Male,52,Mysuru,Karnataka,New,Affiliate,2025-12-27
C09245,Customer 9245,Female,46,Chennai,Tamil Nadu,Loyal,Affiliate,2024-10-06
C09246,Customer 9246,Female,51,Vadodara,Gujarat,Loyal,Google Ads,2026-04-28
C09247,Customer 9247,Male,54,New Delhi,Delhi,Loyal,Meta Ads,2026-05-20
C09248,Customer 9248,Female,45,Madurai,Tamil Nadu,At-Risk,Instagram,2025-01-12
C09249,Customer 9249,Female,39,Howrah,West Bengal,Loyal,Meta Ads,2025-03-14
C09250,Customer 9250,Female,35,Kanpur,Uttar Pradesh,New,Meta Ads,2025-03-15
C09251,Customer 9251,Male,19,Bengaluru,Karnataka,Loyal,Meta Ads,2025-01-05
C09252,Customer 9252,Male,33,Bengaluru,Karnataka,VIP,Google Ads,2024-05-20
C09253,Customer 9253,Female,41,Jodhpur,Rajasthan,Loyal,Google Ads,2026-03-16
C09254,Customer 9254,Male,29,Kanpur,Uttar Pradesh,Loyal,Meta Ads,2024-11-10
C09255,Customer 9255,Female,24,Kanpur,Uttar Pradesh,Loyal,Google Ads,2024-03-16
C09256,Customer 9256,Female,46,Pune,Maharashtra,Loyal,Email,2026-06-11
C09257,Customer 9257,Male,41,Ahmedabad,Gujarat,One-Time,Google Ads,2024-04-22
C09258,Customer 9258,Female,65,Kozhikode,Kerala,At-Risk,Google Ads,2026-04-23
C09259,Customer 9259,Male,57,Madurai,Tamil Nadu,New,Influencer,2024-05-01
C09260,Customer 9260,Female,55,Coimbatore,Tamil Nadu,New,Organic Search,2025-01-07
C09261,Customer 9261,Female,41,Thiruvananthapuram,Kerala,VIP,Marketplace,2025-04-13
C09262,Customer 9262,Male,49,Mumbai,Maharashtra,At-Risk,Marketplace,2024-07-19
C09263,Customer 9263,Male,60,Udaipur,Rajasthan,Loyal,Organic Search,2025-06-02
C09264,Customer 9264,Male,45,Lucknow,Uttar Pradesh,Loyal,Affiliate,2025-05-30
C09265,Customer 9265,Male,30,Nagpur,Maharashtra,Dormant,Google Ads,2026-02-17
C09266,Customer 9266,Male,51,Udaipur,Rajasthan,One-Time,Organic Search,2025-01-15
C09267,Customer 9267,Female,23,Delhi,Delhi,One-Time,Email,2026-02-27
C09268,Customer 9268,Male,42,Kanpur,Uttar Pradesh,Loyal,Organic Search,2025-11-08
C09269,Customer 9269,Male,59,Kozhikode,Kerala,Loyal,Google Ads,2025-12-28
C09270,Customer 9270,Male,58,Lucknow,Uttar Pradesh,Loyal,Marketplace,2025-07-20
C09271,Customer 9271,Female,55,Warangal,Telangana,Dormant,Instagram,2024-06-11
C09272,Customer 9272,Male,45,Jodhpur,Rajasthan,New,Affiliate,2025-08-17
C09273,Customer 9273,Female,34,Kozhikode,Kerala,New,Marketplace,2025-10-06
C09274,Customer 9274,Male,29,Howrah,West Bengal,One-Time,Influencer,2024-12-02
C09275,Customer 9275,Male,41,Surat,Gujarat,Loyal,Meta Ads,2025-07-27
C09276,Customer 9276,Male,45,Warangal,Telangana,VIP,Instagram,2025-07-09
C09277,Customer 9277,Female,33,Lucknow,Uttar Pradesh,Dormant,Organic Search,2025-07-31
C09278,Customer 9278,Female,29,Hyderabad,Telangana,VIP,Email,2025-09-12
C09279,Customer 9279,Male,54,Mysuru,Karnataka,Dormant,Instagram,2025-08-27
C09280,Customer 9280,Male,43,Kozhikode,Kerala,New,Organic Search,2025-08-06
C09281,Customer 9281,Female,41,Kozhikode,Kerala,New,Marketplace,2024-10-14
C09282,Customer 9282,Male,56,Thiruvananthapuram,Kerala,One-Time,Meta Ads,2025-09-17
C09283,Customer 9283,Male,64,New Delhi,Delhi,At-Risk,Google Ads,2024-05-14
C09284,Customer 9284,Male,52,Nagpur,Maharashtra,New,Organic Search,2026-03-12
C09285,Customer 9285,Female,55,New Delhi,Delhi,New,Organic Search,2025-12-15
C09286,Customer 9286,Female,30,Warangal,Telangana,One-Time,Marketplace,2024-08-29
C09287,Customer 9287,Male,59,Noida,Uttar Pradesh,One-Time,Organic Search,2024-03-06
C09288,Customer 9288,Other,53,Vadodara,Gujarat,Loyal,Instagram,2024-05-20
C09289,Customer 9289,Female,44,Chennai,Tamil Nadu,At-Risk,Organic Search,2025-09-07
C09290,Customer 9290,Female,23,Hyderabad,Telangana,New,Influencer,2024-02-01
C09291,Customer 9291,Female,43,Chennai,Tamil Nadu,Loyal,Meta Ads,2024-03-30
C09292,Customer 9292,Female,48,Kanpur,Uttar Pradesh,New,Google Ads,2025-09-22
C09293,Customer 9293,Male,27,Jaipur,Rajasthan,New,Organic Search,2025-03-17
C09294,Customer 9294,Female,33,Hyderabad,Telangana,One-Time,Google Ads,2024-10-28
C09295,Customer 9295,Male,55,Pune,Maharashtra,Loyal,Marketplace,2024-09-05
C09296,Customer 9296,Female,47,Madurai,Tamil Nadu,Loyal,Google Ads,2025-03-31
C09297,Customer 9297,Female,29,Warangal,Telangana,Loyal,Instagram,2024-09-26
C09298,Customer 9298,Male,59,Kozhikode,Kerala,At-Risk,Marketplace,2024-03-06
C09299,Customer 9299,Male,58,Howrah,West Bengal,New,Google Ads,2025-02-12
C09300,Customer 9300,Female,24,Warangal,Telangana,VIP,Google Ads,2026-04-14
C09301,Customer 9301,Female,21,Noida,Uttar Pradesh,Loyal,Google Ads,2025-04-06
C09302,Customer 9302,Female,51,Coimbatore,Tamil Nadu,New,Marketplace,2025-06-13
C09303,Customer 9303,Male,21,Mangaluru,Karnataka,One-Time,Marketplace,2024-10-25
C09304,Customer 9304,Male,50,Ahmedabad,Gujarat,New,Instagram,2024-04-22
C09305,Customer 9305,Male,43,Nizamabad,Telangana,New,Organic Search,2025-11-01
C09306,Customer 9306,Male,54,New Delhi,Delhi,One-Time,Organic Search,2024-12-31
C09307,Customer 9307,Male,19,Kanpur,Uttar Pradesh,New,Google Ads,2024-03-11
C09308,Customer 9308,Female,64,Thiruvananthapuram,Kerala,Dormant,Meta Ads,2024-10-08
C09309,Customer 9309,Male,22,Mangaluru,Karnataka,At-Risk,Marketplace,2024-02-01
C09310,Customer 9310,Male,41,Kolkata,West Bengal,Loyal,Google Ads,2026-02-19
C09311,Customer 9311,Male,56,Mumbai,Maharashtra,VIP,Email,2026-06-09
C09312,Customer 9312,Male,24,Ahmedabad,Gujarat,Dormant,Meta Ads,2026-02-27
C09313,Customer 9313,Male,53,Mangaluru,Karnataka,One-Time,Email,2026-01-01
C09314,Customer 9314,Male,51,Vadodara,Gujarat,Loyal,Meta Ads,2025-12-12
C09315,Customer 9315,Male,60,Nagpur,Maharashtra,Loyal,Meta Ads,2025-02-28
C09316,Customer 9316,Male,44,Kochi,Kerala,Dormant,Google Ads,2024-12-15
C09317,Customer 9317,Other,32,Lucknow,Uttar Pradesh,At-Risk,Marketplace,2024-03-12
C09318,Customer 9318,Female,56,Mysuru,Karnataka,New,Google Ads,2026-04-28
C09319,Customer 9319,Male,25,Kanpur,Uttar Pradesh,VIP,Instagram,2024-01-15
C09320,Customer 9320,Female,56,Hyderabad,Telangana,One-Time,Instagram,2024-09-04
C09321,Customer 9321,Male,25,Jodhpur,Rajasthan,One-Time,Meta Ads,2025-01-22
C09322,Customer 9322,Male,53,Mysuru,Karnataka,Loyal,Affiliate,2025-08-18
C09323,Customer 9323,Female,19,Pune,Maharashtra,VIP,Meta Ads,2026-06-17
C09324,Customer 9324,Female,37,Kolkata,West Bengal,New,Organic Search,2025-04-16
C09325,Customer 9325,Female,60,Delhi,Delhi,One-Time,Email,2026-01-04
C09326,Customer 9326,Female,40,Vadodara,Gujarat,VIP,Influencer,2025-01-28
C09327,Customer 9327,Female,19,New Delhi,Delhi,New,Affiliate,2026-06-09
C09328,Customer 9328,Male,61,Warangal,Telangana,At-Risk,Meta Ads,2024-06-18
C09329,Customer 9329,Male,46,Hyderabad,Telangana,Loyal,Organic Search,2025-01-01
C09330,Customer 9330,Other,38,Ahmedabad,Gujarat,Loyal,Affiliate,2024-08-03
C09331,Customer 9331,Female,60,Howrah,West Bengal,New,Marketplace,2024-08-28
C09332,Customer 9332,Female,46,Warangal,Telangana,Dormant,Marketplace,2026-01-09
C09333,Customer 9333,Male,46,Chennai,Tamil Nadu,Dormant,Organic Search,2025-10-02
C09334,Customer 9334,Male,50,Ahmedabad,Gujarat,New,Instagram,2025-08-24
C09335,Customer 9335,Female,26,Howrah,West Bengal,Loyal,Meta Ads,2024-03-19
C09336,Customer 9336,Male,23,Kanpur,Uttar Pradesh,At-Risk,Influencer,2026-04-18
C09337,Customer 9337,Female,47,Madurai,Tamil Nadu,New,Marketplace,2026-04-30
C09338,Customer 9338,Female,54,Ahmedabad,Gujarat,Loyal,Google Ads,2025-09-05
C09339,Customer 9339,Male,64,Ahmedabad,Gujarat,At-Risk,Email,2025-01-01
C09340,Customer 9340,Male,18,Bengaluru,Karnataka,Loyal,Google Ads,2024-02-24
C09341,Customer 9341,Male,21,Hyderabad,Telangana,Dormant,Meta Ads,2025-02-06
C09342,Customer 9342,Female,65,Warangal,Telangana,New,Instagram,2024-04-14
C09343,Customer 9343,Female,26,Noida,Uttar Pradesh,Dormant,Meta Ads,2025-08-09
C09344,Customer 9344,Female,45,Mumbai,Maharashtra,Dormant,Organic Search,2025-10-13
C09345,Customer 9345,Female,40,Kolkata,West Bengal,New,Google Ads,2024-03-06
C09346,Customer 9346,Female,26,Surat,Gujarat,Loyal,Organic Search,2024-08-13
C09347,Customer 9347,Male,54,Chennai,Tamil Nadu,Loyal,Organic Search,2025-08-06
C09348,Customer 9348,Male,55,Noida,Uttar Pradesh,At-Risk,Affiliate,2024-08-11
C09349,Customer 9349,Other,31,Jodhpur,Rajasthan,New,Google Ads,2026-02-07
C09350,Customer 9350,Male,58,Nizamabad,Telangana,One-Time,Meta Ads,2024-12-31
C09351,Customer 9351,Female,47,Lucknow,Uttar Pradesh,At-Risk,Organic Search,2025-08-28
C09352,Customer 9352,Male,27,New Delhi,Delhi,One-Time,Organic Search,2025-11-01
C09353,Customer 9353,Male,30,Mangaluru,Karnataka,Loyal,Instagram,2025-06-27
C09354,Customer 9354,Female,19,Jodhpur,Rajasthan,Loyal,Email,2025-07-28
C09355,Customer 9355,Female,45,Kolkata,West Bengal,Dormant,Marketplace,2025-05-31
C09356,Customer 9356,Female,43,Mangaluru,Karnataka,New,Meta Ads,2024-06-23
C09357,Customer 9357,Male,26,Kozhikode,Kerala,Dormant,Google Ads,2024-09-21
C09358,Customer 9358,Male,48,Kolkata,West Bengal,Loyal,Marketplace,2026-03-17
C09359,Customer 9359,Male,32,Vadodara,Gujarat,Dormant,Affiliate,2024-11-12
C09360,Customer 9360,Male,26,Warangal,Telangana,New,Meta Ads,2026-05-25
C09361,Customer 9361,Male,26,Mysuru,Karnataka,Loyal,Influencer,2025-06-02
C09362,Customer 9362,Male,44,Madurai,Tamil Nadu,At-Risk,Meta Ads,2025-12-13
C09363,Customer 9363,Female,62,Kolkata,West Bengal,At-Risk,Affiliate,2024-07-26
C09364,Customer 9364,Male,43,Delhi,Delhi,New,Organic Search,2024-06-22
C09365,Customer 9365,Male,47,Noida,Uttar Pradesh,Loyal,Email,2024-12-09
C09366,Customer 9366,Male,59,Mangaluru,Karnataka,New,Marketplace,2025-12-15
C09367,Customer 9367,Female,49,Jodhpur,Rajasthan,New,Affiliate,2025-09-09
C09368,Customer 9368,Female,57,Kanpur,Uttar Pradesh,VIP,Google Ads,2025-04-14
C09369,Customer 9369,Male,43,Noida,Uttar Pradesh,Dormant,Organic Search,2024-06-11
C09370,Customer 9370,Male,24,Noida,Uttar Pradesh,Loyal,Affiliate,2024-01-26
C09371,Customer 9371,Female,49,Noida,Uttar Pradesh,New,Email,2024-04-25
C09372,Customer 9372,Female,51,Nizamabad,Telangana,New,Meta Ads,2025-08-23
C09373,Customer 9373,Female,39,Udaipur,Rajasthan,One-Time,Meta Ads,2026-05-10
C09374,Customer 9374,Male,42,Kochi,Kerala,New,Marketplace,2026-05-29
C09375,Customer 9375,Female,22,Vadodara,Gujarat,At-Risk,Instagram,2025-11-19
C09376,Customer 9376,Female,40,Pune,Maharashtra,New,Email,2025-01-23
C09377,Customer 9377,Male,62,Kochi,Kerala,New,Organic Search,2025-10-08
C09378,Customer 9378,Female,25,Nagpur,Maharashtra,VIP,Google Ads,2024-02-26
C09379,Customer 9379,Male,48,Bengaluru,Karnataka,New,Google Ads,2024-11-13
C09380,Customer 9380,Female,53,Nagpur,Maharashtra,One-Time,Meta Ads,2024-07-26
C09381,Customer 9381,Female,52,New Delhi,Delhi,Loyal,Google Ads,2026-05-26
C09382,Customer 9382,Male,59,Madurai,Tamil Nadu,New,Marketplace,2025-05-17
C09383,Customer 9383,Female,27,New Delhi,Delhi,Loyal,Google Ads,2026-04-25
C09384,Customer 9384,Female,27,Kochi,Kerala,Loyal,Meta Ads,2025-12-12
C09385,Customer 9385,Female,34,Delhi,Delhi,Loyal,Email,2025-10-21
C09386,Customer 9386,Male,19,Delhi,Delhi,New,Marketplace,2024-06-15
C09387,Customer 9387,Male,18,Lucknow,Uttar Pradesh,One-Time,Google Ads,2024-03-10
C09388,Customer 9388,Male,47,Lucknow,Uttar Pradesh,Loyal,Meta Ads,2024-07-16
C09389,Customer 9389,Other,32,Nagpur,Maharashtra,New,Organic Search,2026-01-12
C09390,Customer 9390,Female,65,Nizamabad,Telangana,New,Email,2026-04-10
C09391,Customer 9391,Female,59,Kolkata,West Bengal,One-Time,Organic Search,2025-09-21
C09392,Customer 9392,Male,50,Kanpur,Uttar Pradesh,New,Google Ads,2026-03-04
C09393,Customer 9393,Male,57,Ahmedabad,Gujarat,New,Influencer,2024-03-07
C09394,Customer 9394,Female,30,Mumbai,Maharashtra,Dormant,Organic Search,2026-04-04
C09395,Customer 9395,Female,51,Jodhpur,Rajasthan,Loyal,Influencer,2024-04-06
C09396,Customer 9396,Female,59,Howrah,West Bengal,Loyal,Marketplace,2024-06-07
C09397,Customer 9397,Male,25,Vadodara,Gujarat,One-Time,Organic Search,2026-01-16
C09398,Customer 9398,Female,43,Noida,Uttar Pradesh,New,Google Ads,2026-04-19
C09399,Customer 9399,Male,65,Lucknow,Uttar Pradesh,VIP,Organic Search,2024-05-22
C09400,Customer 9400,Female,42,Howrah,West Bengal,VIP,Organic Search,2024-11-01
C09401,Customer 9401,Male,57,Howrah,West Bengal,Dormant,Google Ads,2026-01-13
C09402,Customer 9402,Female,20,Howrah,West Bengal,New,Meta Ads,2025-04-10
C09403,Customer 9403,Male,34,New Delhi,Delhi,New,Google Ads,2024-12-30
C09404,Customer 9404,Female,20,Delhi,Delhi,VIP,Marketplace,2025-02-14
C09405,Customer 9405,Female,52,Jodhpur,Rajasthan,One-Time,Affiliate,2024-09-21
C09406,Customer 9406,Female,45,Surat,Gujarat,New,Organic Search,2026-05-30
C09407,Customer 9407,Male,27,New Delhi,Delhi,One-Time,Affiliate,2025-04-18
C09408,Customer 9408,Male,56,Mumbai,Maharashtra,New,Organic Search,2024-08-24
C09409,Customer 9409,Female,43,Jodhpur,Rajasthan,At-Risk,Influencer,2026-03-16
C09410,Customer 9410,Female,54,Kolkata,West Bengal,At-Risk,Meta Ads,2026-05-12
C09411,Customer 9411,Female,52,Mysuru,Karnataka,Loyal,Meta Ads,2024-02-27
C09412,Customer 9412,Female,63,Chennai,Tamil Nadu,One-Time,Organic Search,2026-05-13
C09413,Customer 9413,Male,29,Mangaluru,Karnataka,At-Risk,Affiliate,2026-05-21
C09414,Customer 9414,Female,42,Kochi,Kerala,Loyal,Influencer,2026-04-05
C09415,Customer 9415,Male,25,Noida,Uttar Pradesh,At-Risk,Marketplace,2024-05-08
C09416,Customer 9416,Male,47,Surat,Gujarat,Loyal,Affiliate,2024-11-17
C09417,Customer 9417,Male,35,Coimbatore,Tamil Nadu,Dormant,Meta Ads,2026-02-19
C09418,Customer 9418,Male,48,Jodhpur,Rajasthan,One-Time,Meta Ads,2024-12-03
C09419,Customer 9419,Female,21,Delhi,Delhi,Loyal,Instagram,2025-01-27
C09420,Customer 9420,Female,36,Kozhikode,Kerala,At-Risk,Organic Search,2024-07-02
C09421,Customer 9421,Female,40,Nizamabad,Telangana,At-Risk,Email,2025-01-12
C09422,Customer 9422,Female,18,Hyderabad,Telangana,Dormant,Google Ads,2025-03-03
C09423,Customer 9423,Female,24,Vadodara,Gujarat,One-Time,Email,2025-01-02
C09424,Customer 9424,Other,58,Pune,Maharashtra,VIP,Affiliate,2024-08-11
C09425,Customer 9425,Female,41,Ahmedabad,Gujarat,One-Time,Meta Ads,2024-03-20
C09426,Customer 9426,Male,21,Kanpur,Uttar Pradesh,Loyal,Organic Search,2025-07-18
C09427,Customer 9427,Female,24,Nagpur,Maharashtra,New,Meta Ads,2024-02-26
C09428,Customer 9428,Female,64,Chennai,Tamil Nadu,One-Time,Email,2026-02-19
C09429,Customer 9429,Female,26,Kolkata,West Bengal,Dormant,Organic Search,2024-03-06
C09430,Customer 9430,Female,58,Noida,Uttar Pradesh,At-Risk,Meta Ads,2026-05-04
C09431,Customer 9431,Female,29,Delhi,Delhi,Loyal,Organic Search,2025-05-14
C09432,Customer 9432,Male,22,Mumbai,Maharashtra,New,Organic Search,2025-01-28
C09433,Customer 9433,Male,58,Surat,Gujarat,One-Time,Meta Ads,2026-01-31
C09434,Customer 9434,Female,23,Delhi,Delhi,New,Marketplace,2025-01-23
C09435,Customer 9435,Female,57,Kanpur,Uttar Pradesh,New,Affiliate,2024-05-04
C09436,Customer 9436,Other,53,Vadodara,Gujarat,Dormant,Email,2025-04-08
C09437,Customer 9437,Female,65,Mangaluru,Karnataka,Loyal,Google Ads,2025-03-15
C09438,Customer 9438,Female,44,Jaipur,Rajasthan,New,Instagram,2026-03-31
C09439,Customer 9439,Male,62,Delhi,Delhi,VIP,Meta Ads,2025-04-10
C09440,Customer 9440,Male,49,Pune,Maharashtra,New,Meta Ads,2024-03-11
C09441,Customer 9441,Female,18,Surat,Gujarat,One-Time,Organic Search,2024-10-31
C09442,Customer 9442,Male,31,Kozhikode,Kerala,New,Marketplace,2024-10-02
C09443,Customer 9443,Female,18,Udaipur,Rajasthan,New,Google Ads,2024-07-20
C09444,Customer 9444,Male,60,Bengaluru,Karnataka,Loyal,Organic Search,2024-06-26
C09445,Customer 9445,Female,37,Jaipur,Rajasthan,VIP,Organic Search,2024-03-11
C09446,Customer 9446,Male,44,Mangaluru,Karnataka,Loyal,Organic Search,2025-11-28
C09447,Customer 9447,Male,56,Vadodara,Gujarat,At-Risk,Influencer,2024-12-22
C09448,Customer 9448,Female,45,Delhi,Delhi,Dormant,Instagram,2024-12-06
C09449,Customer 9449,Male,62,Bengaluru,Karnataka,At-Risk,Organic Search,2025-01-25
C09450,Customer 9450,Female,65,Bengaluru,Karnataka,Dormant,Meta Ads,2026-05-17
C09451,Customer 9451,Male,27,Kozhikode,Kerala,Dormant,Meta Ads,2025-09-22
C09452,Customer 9452,Female,55,Mangaluru,Karnataka,At-Risk,Email,2026-05-31
C09453,Customer 9453,Female,27,Kanpur,Uttar Pradesh,One-Time,Google Ads,2025-06-23
C09454,Customer 9454,Male,51,Howrah,West Bengal,New,Meta Ads,2026-03-03
