order_id,customer_id,order_date,channel,payment_method,order_status,shipping_state,shipping_city,subtotal,discount_amount,shipping_fee,tax_amount,total_amount
O040951,C09523,2025-03-28,Marketplace,Debit Card,Delivered,Telangana,Nizamabad,4937.52,164.79,31.6,737.86,5542.19
O040952,C01208,2025-12-18,Marketplace,Credit Card,Delivered,Delhi,Delhi,2677.33,71.2,103.85,295.87,3005.85
O040953,C07769,2026-06-22,Website,Debit Card,Cancelled,Kerala,Thiruvananthapuram,4646.64,108.24,131.56,262.04,4932.0
O040954,C04438,2025-01-14,Website,UPI,Delivered,Maharashtra,Nagpur,3351.41,95.56,145.32,508.64,3909.81
O040955,C04536,2025-07-23,Marketplace,UPI,Delivered,Telangana,Hyderabad,2274.33,85.35,46.87,336.59,2572.44
O040956,C00269,2026-05-11,Marketplace,Credit Card,Delivered,Maharashtra,Mumbai,6850.06,248.27,90.11,986.98,7678.88
O040957,C03705,2025-11-07,Website,Wallet,Delivered,Telangana,Hyderabad,470.21,23.25,71.25,70.36,588.57
O040958,C04083,2025-01-03,Marketplace,Debit Card,Delivered,Rajasthan,Udaipur,40962.93,1055.18,36.44,5218.43,45162.62
O040959,C06927,2026-06-09,Website,UPI,Delivered,Karnataka,Mangaluru,22646.83,410.2,16.85,1487.93,23741.41
O040960,C03023,2025-06-10,Website,Net Banking,Delivered,Delhi,New Delhi,6858.91,165.84,222.03,1030.01,7945.11
O040961,C08063,2025-08-03,Mobile App,COD,Delivered,Gujarat,Surat,13086.25,54.61,36.75,963.93,14032.32
O040962,C07380,2025-12-29,Marketplace,Credit Card,Cancelled,Tamil Nadu,Chennai,40805.55,293.59,188.55,5290.78,45991.29
O040963,C02298,2026-11-08,Marketplace,Credit Card,Delivered,Telangana,Hyderabad,13723.05,476.28,46.34,1399.42,14692.53
O040964,C09004,2025-11-22,Website,UPI,Delivered,Telangana,Nizamabad,4977.52,61.05,39.84,829.66,5785.97
O040965,C08164,2025-02-26,Mobile App,COD,Delivered,Maharashtra,Mumbai,2487.02,62.03,214.56,220.99,2860.54
O040966,C09417,2025-11-27,Website,Net Banking,Delivered,Tamil Nadu,Coimbatore,6191.31,267.91,168.18,810.45,6902.03
O040967,C04101,2025-10-13,Website,Credit Card,Returned,Karnataka,Mysuru,7364.2,290.23,168.75,1218.3,8461.02
O040968,C05399,2025-04-02,Mobile App,Wallet,Delivered,West Bengal,Howrah,21901.879999999997,214.76,117.38,3670.46,25474.96
O040969,C09293,2025-04-29,Marketplace,Credit Card,Delivered,Rajasthan,Jaipur,1788.96,66.59,63.39,173.48,1959.24
O040970,C07199,2026-03-20,Marketplace,Credit Card,Delivered,Rajasthan,Jodhpur,23561.53,978.36,184.8,3091.49,25859.46
O040971,C02682,2026-12-20,Mobile App,Wallet,Delivered,Uttar Pradesh,Noida,13221.78,612.69,150.25,1817.34,14576.68
O040972,C03207,2026-10-24,Mobile App,Wallet,Delivered,Telangana,Nizamabad,24574.0,1174.4,244.59,4156.6,27800.79
O040973,C05652,2026-09-19,Mobile App,UPI,Delivered,Tamil Nadu,Madurai,9270.14,149.12,64.95,822.75,10008.72
O040974,C04787,2025-07-11,Mobile App,COD,Cancelled,Karnataka,Bengaluru,10352.08,283.06,11.24,1741.4,11821.66
O040975,C05492,2026-03-08,Marketplace,Debit Card,Delivered,West Bengal,Kolkata,2761.4,128.76,15.62,249.71,2897.97
O040976,C06452,2025-04-22,Website,UPI,Delivered,Karnataka,Mysuru,12089.11,470.01,77.42,800.03,12496.55
O040977,C05282,2025-11-21,Mobile App,Credit Card,Cancelled,Karnataka,Mysuru,2028.43,20.55,105.76,215.21,2328.85
O040978,C00602,2026-07-03,Mobile App,UPI,Delivered,Uttar Pradesh,Lucknow,20001.309999999998,698.01,66.86,2718.04,22088.2
O040979,C00555,2025-06-19,Website,COD,Delivered,Telangana,Hyderabad,1846.94,54.04,139.83,252.78,2185.51
O040980,C01153,2026-10-08,Mobile App,UPI,Delivered,Telangana,Warangal,8798.76,392.29,154.26,1235.07,9795.8
O040981,C08825,2026-07-04,Website,UPI,Cancelled,Uttar Pradesh,Lucknow,4481.9,38.67,62.79,781.55,5287.57
O040982,C04047,2026-05-09,Mobile App,UPI,Delivered,Karnataka,Mangaluru,5982.15,225.64,3.31,493.46,6253.28
O040983,C04099,2026-10-24,Website,Wallet,Delivered,West Bengal,Howrah,13421.189999999999,356.04,165.06,1283.48,14513.69
O040984,C05420,2025-08-04,Mobile App,UPI,Delivered,Tamil Nadu,Chennai,24300.31,1008.54,178.81,2407.97,25878.55
O040985,C05653,2026-11-28,Website,UPI,Delivered,Gujarat,Surat,11545.17,466.39,243.39,1198.99,12521.16
O040986,C01214,2025-10-28,Website,Credit Card,Delivered,Tamil Nadu,Coimbatore,2290.0,16.22,104.89,189.5,2568.17
O040987,C01844,2025-11-02,Website,Debit Card,Delivered,Kerala,Thiruvananthapuram,3256.27,12.87,199.61,171.88,3614.89
O040988,C03062,2026-09-11,Website,Credit Card,Delivered,Tamil Nadu,Coimbatore,7052.27,235.6,141.94,860.95,7819.56
O040989,C03435,2026-10-08,Website,UPI,Delivered,Telangana,Warangal,20641.44,230.22,168.17,3206.08,23785.47
O040990,C06028,2026-06-19,Marketplace,UPI,Returned,Maharashtra,Mumbai,8357.44,101.67,103.64,580.94,8940.35
O040991,C05107,2025-10-28,Website,UPI,Delivered,Maharashtra,Pune,2734.65,132.99,80.5,282.96,2965.12
O040992,C03996,2026-10-28,Website,UPI,Delivered,Telangana,Warangal,9406.43,3.77,97.74,1019.26,10519.66
O040993,C08224,2026-08-12,Marketplace,UPI,Cancelled,Kerala,Thiruvananthapuram,4234.41,117.06,62.43,356.67,4536.45
O040994,C09877,2025-11-25,Marketplace,Debit Card,Delivered,Uttar Pradesh,Kanpur,8608.59,1.33,167.3,1530.67,10305.23
O040995,C01997,2025-10-24,Mobile App,Credit Card,Delivered,Karnataka,Bengaluru,15883.53,399.03,15.47,1402.65,16902.62
O040996,C01542,2026-01-13,Website,UPI,Delivered,Karnataka,Bengaluru,6543.32,139.69,239.01,711.53,7354.17
O040997,C00996,2026-10-22,Mobile App,UPI,Delivered,Tamil Nadu,Madurai,21552.25,967.29,224.32,1289.01,22098.29
O040998,C03870,2026-09-17,Marketplace,Credit Card,Delivered,Delhi,Delhi,19978.26,614.94,181.89,1614.87,21160.08
O040999,C08160,2025-02-04,Mobile App,Credit Card,Delivered,Karnataka,Mysuru,2121.69,56.97,156.12,333.06,2553.9
O041000,C03507,2026-05-25,Mobile App,Credit Card,Delivered,Delhi,Delhi,3774.11,74.67,248.73,562.96,4511.13
O041001,C07779,2025-12-29,Mobile App,UPI,Delivered,Maharashtra,Nagpur,7422.72,86.54,178.22,1302.42,8816.82
O041002,C03316,2025-04-21,Website,Net Banking,Delivered,Telangana,Warangal,13493.27,338.72,124.45,2080.13,15359.13
O041003,C05419,2025-01-08,Mobile App,COD,Delivered,Maharashtra,Mumbai,761.29,15.71,154.36,37.97,937.91
O041004,C08338,2025-11-16,Mobile App,UPI,Delivered,Telangana,Warangal,15657.78,378.11,204.0,979.73,16463.4
O041005,C01359,2025-07-04,Website,Wallet,Delivered,Rajasthan,Jodhpur,35941.17,1543.56,144.03,5177.61,39719.25
O041006,C01633,2025-07-13,Website,Wallet,Delivered,West Bengal,Howrah,18519.07,121.42,41.1,2734.44,21173.19
O041007,C02324,2026-04-03,Marketplace,Credit Card,Delivered,Telangana,Nizamabad,10946.83,290.61,204.72,1788.92,12649.86
O041008,C04843,2025-12-31,Website,UPI,Delivered,Karnataka,Mysuru,10312.88,169.98,245.66,1533.56,11922.12
O041009,C09297,2025-06-14,Mobile App,Debit Card,Delivered,Telangana,Warangal,14972.509999999998,608.21,126.65,1169.01,15659.96
O041010,C03019,2026-10-31,Mobile App,COD,Delivered,Karnataka,Mysuru,827.23,18.95,219.44,121.86,1149.58
O041011,C00471,2026-01-03,Mobile App,Debit Card,Delivered,Tamil Nadu,Madurai,18365.63,245.33,212.98,1758.63,20091.91
O041012,C02117,2025-03-26,Website,Wallet,Delivered,Karnataka,Mysuru,1432.78,38.03,95.07,121.9,1611.72
O041013,C06490,2025-06-01,Website,Net Banking,Delivered,Kerala,Kochi,11552.78,333.81,45.94,1708.31,12973.22
O041014,C01102,2026-12-14,Mobile App,UPI,Delivered,Karnataka,Mangaluru,11701.42,416.61,97.87,1928.95,13311.63
O041015,C01954,2025-12-18,Marketplace,UPI,Cancelled,Kerala,Thiruvananthapuram,32138.64,368.87,149.39,2882.53,34801.69
O041016,C04834,2026-07-08,Website,Wallet,Delivered,Rajasthan,Udaipur,15287.21,275.38,54.57,2068.36,17134.76
O041017,C05648,2026-12-30,Marketplace,Credit Card,Delivered,Telangana,Warangal,20531.2,455.19,92.78,1790.88,21959.67
O041018,C07550,2025-09-17,Website,Credit Card,Returned,Telangana,Nizamabad,9209.93,4.5,167.9,755.03,10128.36
O041019,C07184,2025-01-25,Website,Credit Card,Delivered,Tamil Nadu,Coimbatore,2496.39,56.95,35.05,309.34,2783.83
O041020,C01089,2026-03-17,Mobile App,UPI,Delivered,Delhi,Delhi,446.69,5.7,65.98,75.47,582.44
O041021,C06824,2025-01-19,Website,COD,Delivered,Telangana,Hyderabad,5278.56,69.42,30.88,269.89,5509.91
O041022,C00609,2025-10-29,Website,Credit Card,Delivered,Rajasthan,Jodhpur,3586.98,45.3,126.83,340.03,4008.54
O041023,C01036,2025-06-01,Mobile App,COD,Delivered,West Bengal,Howrah,2328.64,114.15,162.86,395.73,2773.08
O041024,C06652,2026-10-12,Marketplace,UPI,Delivered,Kerala,Thiruvananthapuram,1744.03,29.87,79.74,148.68,1942.58
O041025,C06879,2025-03-06,Website,Credit Card,Cancelled,West Bengal,Howrah,21852.49,156.32,151.55,2349.42,24197.14
O041026,C00013,2026-10-18,Website,UPI,Delivered,West Bengal,Kolkata,10722.76,82.56,161.98,1350.64,12152.82
O041027,C06103,2025-11-16,Website,Credit Card,Delivered,Uttar Pradesh,Lucknow,30260.2,1434.66,68.76,2807.98,31702.28
O041028,C03032,2025-12-15,Marketplace,Net Banking,Delivered,Telangana,Warangal,1601.84,66.6,180.61,237.57,1953.42
O041029,C04583,2025-01-19,Mobile App,Credit Card,Delivered,Uttar Pradesh,Lucknow,8299.94,69.79,2.37,1237.05,9469.57
O041030,C00222,2026-06-21,Mobile App,COD,Delivered,Delhi,New Delhi,60095.37,515.24,167.65,10127.46,69875.24
O041031,C00771,2026-06-08,Marketplace,Credit Card,Delivered,Karnataka,Bengaluru,7620.18,81.97,36.84,1153.77,8728.82
O041032,C08612,2026-05-05,Marketplace,Wallet,Returned,Rajasthan,Jodhpur,5043.11,131.15,121.61,620.04,5653.61
O041033,C08955,2025-05-16,Marketplace,Credit Card,Delivered,Delhi,New Delhi,14740.98,587.62,21.61,1283.04,15458.01
O041034,C01413,2025-11-25,Marketplace,UPI,Delivered,Uttar Pradesh,Noida,6640.120000000001,145.27,157.04,424.79,7076.68
O041035,C04902,2026-09-14,Website,Credit Card,Delivered,Karnataka,Bengaluru,10500.61,108.68,165.41,1128.83,11686.17
O041036,C03708,2025-01-05,Website,Credit Card,Delivered,West Bengal,Howrah,29119.25,867.32,219.92,2671.28,31143.13
O041037,C02380,2026-07-22,Website,UPI,Delivered,Rajasthan,Jodhpur,7600.54,71.0,167.24,511.69,8208.47
O041038,C05080,2026-07-17,Website,Credit Card,Delivered,Rajasthan,Jodhpur,27259.309999999998,834.55,120.53,1574.42,28119.71
O041039,C02354,2026-11-24,Website,COD,Delivered,Gujarat,Surat,40072.36,8.83,118.8,4705.01,44887.34
O041040,C08516,2026-02-26,Mobile App,Debit Card,Delivered,Gujarat,Surat,4448.25,213.73,113.4,652.59,5000.51
O041041,C03820,2025-09-12,Website,Debit Card,Delivered,Uttar Pradesh,Noida,26095.18,1241.39,232.22,3276.25,28362.26
O041042,C00769,2025-02-22,Mobile App,Debit Card,Returned,Maharashtra,Pune,3281.67,140.2,144.41,452.43,3738.31
O041043,C08974,2026-10-09,Mobile App,UPI,Delivered,Telangana,Hyderabad,12146.92,583.23,230.84,1070.89,12865.42
O041044,C06679,2026-02-06,Website,Credit Card,Delivered,Telangana,Hyderabad,4676.87,77.19,239.64,798.76,5638.08
O041045,C03711,2025-09-02,Mobile App,UPI,Cancelled,Uttar Pradesh,Noida,6780.88,192.74,167.61,368.27,7124.02
O041046,C07449,2026-10-04,Website,UPI,Delivered,Delhi,New Delhi,2300.66,40.62,202.71,144.56,2607.31
O041047,C07419,2026-06-10,Mobile App,UPI,Delivered,Delhi,Delhi,9715.28,378.03,238.26,1541.88,11117.39
O041048,C09843,2025-03-12,Marketplace,UPI,Delivered,Maharashtra,Nagpur,11254.41,463.11,25.95,1207.9,12025.15
O041049,C04475,2026-04-25,Mobile App,UPI,Delivered,Delhi,Delhi,22627.379999999997,287.45,117.07,1546.44,24003.44
O041050,C01828,2026-09-25,Mobile App,COD,Delivered,Delhi,Delhi,1160.41,21.49,25.77,166.48,1331.17
O041051,C03303,2025-07-19,Mobile App,COD,Delivered,Karnataka,Mangaluru,6318.13,260.35,169.32,972.15,7199.25
O041052,C07092,2025-06-20,Mobile App,COD,Delivered,Gujarat,Vadodara,1092.01,49.72,196.68,150.94,1389.91
O041053,C09900,2026-12-01,Website,COD,Delivered,Kerala,Thiruvananthapuram,4221.61,28.92,220.2,455.82,4868.71
O041054,C09441,2026-06-15,Website,Credit Card,Delivered,Gujarat,Surat,10668.630000000001,389.17,192.86,764.19,11236.51
O041055,C04148,2026-10-25,Website,Credit Card,Delivered,Rajasthan,Jaipur,2204.29,102.72,199.28,114.47,2415.32
O041056,C06748,2025-10-09,Marketplace,UPI,Delivered,Delhi,Delhi,14890.380000000001,283.61,147.58,1946.4,16700.75
O041057,C08645,2026-11-14,Mobile App,Wallet,Delivered,Karnataka,Mangaluru,30968.37,858.68,136.13,4074.46,34320.28
O041058,C00802,2026-03-14,Mobile App,Debit Card,Delivered,Karnataka,Mangaluru,18963.83,710.78,181.48,917.99,19352.52
O041059,C00182,2026-02-16,Website,Credit Card,Cancelled,Kerala,Kozhikode,17123.57,193.23,71.45,1163.67,18165.46
O041060,C02269,2025-07-25,Website,Net Banking,Delivered,Rajasthan,Jodhpur,5173.15,224.75,81.85,671.67,5701.92
O041061,C03673,2025-01-20,Mobile App,Debit Card,Delivered,Karnataka,Mangaluru,5043.69,234.93,235.88,664.29,5708.93
O041062,C05456,2026-01-22,Website,Credit Card,Delivered,Gujarat,Surat,59916.78,2472.19,122.52,4225.88,61792.99
O041063,C01354,2026-12-20,Website,Credit Card,Delivered,Karnataka,Mysuru,1969.95,52.16,30.92,280.55,2229.26
O041064,C01723,2025-10-28,Website,UPI,Delivered,Rajasthan,Jodhpur,17422.63,344.39,183.81,2895.44,20157.49
O041065,C06805,2026-11-25,Marketplace,Credit Card,Delivered,Uttar Pradesh,Lucknow,12077.369999999999,563.54,97.49,645.53,12256.85
O041066,C07414,2025-02-23,Marketplace,COD,Delivered,Gujarat,Ahmedabad,13114.89,241.43,59.7,1952.63,14885.79
O041067,C02325,2025-06-25,Website,UPI,Delivered,Karnataka,Bengaluru,33172.01,139.34,92.27,4985.61,38110.55
O041068,C04036,2025-08-12,Website,Debit Card,Delivered,Tamil Nadu,Madurai,6844.0,233.21,51.03,719.34,7381.16
O041069,C05489,2025-10-15,Website,Debit Card,Delivered,Tamil Nadu,Madurai,9376.04,107.91,104.16,836.41,10208.7
O041070,C09587,2026-02-15,Website,Credit Card,Delivered,Karnataka,Mangaluru,19970.09,519.7,53.51,1521.91,21025.81
O041071,C09114,2026-09-25,Website,UPI,Delivered,Delhi,New Delhi,503.07,23.7,176.72,82.8,738.89
O041072,C06627,2026-02-27,Website,Credit Card,Delivered,West Bengal,Howrah,45026.310000000005,2006.58,95.17,4057.62,47172.52
O041073,C06726,2025-04-08,Mobile App,UPI,Delivered,Tamil Nadu,Chennai,10848.01,369.71,56.24,1046.26,11580.8
O041074,C06445,2025-01-28,Website,COD,Delivered,Maharashtra,Pune,14449.0,92.97,19.53,2436.99,16812.55
O041075,C09210,2026-06-01,Mobile App,UPI,Delivered,Rajasthan,Udaipur,12221.86,528.72,122.59,1646.82,13462.55
O041076,C08464,2026-06-18,Mobile App,Debit Card,Delivered,Uttar Pradesh,Lucknow,4771.55,150.85,37.78,795.0,5453.48
O041077,C08090,2025-01-04,Mobile App,COD,Delivered,Telangana,Nizamabad,13495.29,583.84,104.56,1278.83,14294.84
O041078,C04573,2025-03-10,Website,UPI,Delivered,Maharashtra,Mumbai,5362.19,91.95,134.34,447.68,5852.26
O041079,C00346,2026-10-23,Marketplace,COD,Delivered,Uttar Pradesh,Kanpur,3493.2,88.7,139.12,542.3,4085.92
O041080,C04767,2026-03-12,Mobile App,Credit Card,Cancelled,West Bengal,Howrah,2212.8,52.75,11.37,230.05,2401.47
O041081,C05996,2025-12-10,Website,Wallet,Delivered,Tamil Nadu,Coimbatore,3983.36,38.42,240.88,451.21,4637.03
O041082,C04818,2025-03-14,Mobile App,COD,Delivered,Delhi,Delhi,21973.21,39.0,5.0,3885.5,25824.71
O041083,C06953,2025-08-09,Website,Debit Card,Delivered,Maharashtra,Mumbai,22641.07,145.81,187.98,2597.47,25280.71
O041084,C08476,2026-06-21,Mobile App,Net Banking,Delivered,Maharashtra,Pune,14374.11,334.02,44.5,1350.07,15434.66
O041085,C04752,2026-02-26,Marketplace,Credit Card,Delivered,Delhi,New Delhi,6023.42,218.03,177.9,780.53,6763.82
O041086,C02769,2026-02-04,Website,Debit Card,Delivered,Uttar Pradesh,Lucknow,3433.03,44.69,18.38,233.44,3640.16
O041087,C08416,2026-08-21,Website,COD,Delivered,Uttar Pradesh,Kanpur,5119.36,48.54,196.37,809.35,6076.54
O041088,C09183,2026-06-29,Website,Credit Card,Delivered,Tamil Nadu,Coimbatore,28117.96,514.25,25.48,4886.25,32515.44
O041089,C02200,2025-08-13,Mobile App,UPI,Delivered,West Bengal,Kolkata,32738.87,225.87,218.59,3439.25,36170.84
O041090,C02461,2026-11-16,Marketplace,Net Banking,Delivered,Uttar Pradesh,Lucknow,3724.65,65.34,205.65,380.23,4245.19
O041091,C08808,2026-03-22,Marketplace,COD,Delivered,Uttar Pradesh,Kanpur,16335.34,811.74,148.57,2528.29,18200.46
O041092,C05557,2025-04-11,Mobile App,Debit Card,Delivered,Karnataka,Bengaluru,32250.99,139.39,180.77,3052.35,35344.72
O041093,C09864,2026-01-10,Marketplace,Credit Card,Delivered,Kerala,Kochi,19330.03,348.71,212.87,1272.23,20466.42
O041094,C03385,2025-11-16,Website,Wallet,Delivered,Maharashtra,Mumbai,6420.08,175.93,109.61,554.49,6908.25
O041095,C00155,2026-08-29,Mobile App,Net Banking,Delivered,Telangana,Warangal,713.22,12.95,87.35,120.72,908.34
O041096,C07899,2026-11-20,Mobile App,Credit Card,Delivered,Kerala,Kozhikode,3471.65,48.85,145.09,417.5,3985.39
O041097,C00688,2025-06-18,Website,Debit Card,Delivered,Kerala,Kozhikode,9617.44,372.5,123.74,1649.9,11018.58
O041098,C09869,2026-06-24,Website,UPI,Delivered,Maharashtra,Pune,13440.52,97.29,55.16,1261.77,14660.16
O041099,C08906,2026-02-01,Mobile App,UPI,Delivered,Maharashtra,Mumbai,1880.4,15.87,154.57,137.96,2157.06
O041100,C05230,2026-11-03,Marketplace,Debit Card,Delivered,Maharashtra,Mumbai,23941.43,519.86,62.27,2961.57,26445.41
O041101,C07367,2025-03-02,Website,Debit Card,Delivered,Maharashtra,Pune,2873.2,97.78,146.95,453.66,3376.03
O041102,C05119,2026-06-12,Website,COD,Delivered,Telangana,Warangal,3354.43,69.81,41.24,216.77,3542.63
O041103,C01183,2026-12-13,Website,Debit Card,Delivered,Telangana,Hyderabad,28508.550000000003,1351.34,194.7,4515.8,31867.71
O041104,C05241,2026-03-03,Mobile App,Credit Card,Delivered,Maharashtra,Pune,973.97,6.76,127.1,70.88,1165.19
O041105,C01087,2025-08-30,Website,Debit Card,Delivered,Uttar Pradesh,Kanpur,1698.07,69.33,184.87,215.33,2028.94
O041106,C04190,2026-05-05,Website,Credit Card,Delivered,Delhi,New Delhi,7598.97,166.55,195.85,1146.74,8775.01
O041107,C02865,2025-01-19,Mobile App,Wallet,Delivered,Tamil Nadu,Coimbatore,6404.47,105.75,63.2,628.49,6990.41
O041108,C07216,2026-02-13,Website,UPI,Delivered,Telangana,Nizamabad,10886.47,301.82,236.04,1327.04,12147.73
O041109,C01973,2025-10-27,Marketplace,UPI,Delivered,Rajasthan,Jaipur,4282.55,32.59,209.94,721.74,5181.64
O041110,C07664,2025-03-31,Mobile App,Net Banking,Delivered,Kerala,Kochi,8369.31,88.74,5.52,766.23,9052.32
O041111,C01858,2026-11-08,Mobile App,Credit Card,Cancelled,Karnataka,Mangaluru,8005.740000000001,267.17,83.41,857.73,8679.71
O041112,C06268,2025-12-17,Marketplace,COD,Delivered,Uttar Pradesh,Noida,5647.57,210.85,109.96,378.4,5925.08
O041113,C04728,2026-10-21,Mobile App,UPI,Delivered,Karnataka,Mysuru,21443.83,487.68,36.17,3710.26,24702.58
O041114,C00640,2025-07-22,Website,UPI,Cancelled,Uttar Pradesh,Noida,28264.71,1394.86,147.69,1849.06,28866.6
O041115,C02565,2025-09-04,Mobile App,Wallet,Delivered,Gujarat,Surat,24234.23,702.57,155.61,2822.59,26509.86
O041116,C02739,2026-12-23,Marketplace,Credit Card,Cancelled,Rajasthan,Jodhpur,17373.23,624.01,140.42,2855.26,19744.9
O041117,C04590,2026-02-12,Mobile App,Credit Card,Delivered,Uttar Pradesh,Noida,10404.88,0.46,102.68,1128.52,11635.62
O041118,C05569,2025-10-19,Website,Debit Card,Delivered,Maharashtra,Nagpur,25125.39,421.87,54.11,2415.24,27172.87
O041119,C01059,2026-07-16,Marketplace,UPI,Delivered,Gujarat,Vadodara,9034.4,226.36,246.83,476.87,9531.74
O041120,C00997,2025-02-15,Website,COD,Cancelled,West Bengal,Howrah,8105.69,295.47,1.32,1237.25,9048.79
O041121,C09626,2026-07-31,Mobile App,Debit Card,Delivered,Rajasthan,Udaipur,19522.37,538.66,90.33,1382.33,20456.37
O041122,C06051,2025-04-27,Marketplace,Net Banking,Delivered,Tamil Nadu,Madurai,16899.93,549.16,205.17,2486.95,19042.89
O041123,C09783,2025-01-16,Website,Credit Card,Delivered,West Bengal,Kolkata,808.26,6.95,66.76,114.36,982.43
O041124,C01271,2026-12-28,Website,UPI,Delivered,Kerala,Thiruvananthapuram,2131.26,11.0,189.5,339.42,2649.18
O041125,C07392,2025-06-07,Website,UPI,Delivered,Telangana,Hyderabad,9063.29,79.56,63.92,1412.36,10460.01
O041126,C09045,2026-11-01,Marketplace,UPI,Delivered,Karnataka,Mysuru,783.54,1.14,202.01,44.74,1029.15
O041127,C07630,2026-01-03,Marketplace,UPI,Delivered,Uttar Pradesh,Noida,332.8,15.27,82.05,35.5,435.08
O041128,C09794,2025-05-08,Mobile App,COD,Delivered,Telangana,Hyderabad,28632.74,1128.91,196.81,3455.03,31155.67
O041129,C09959,2026-01-18,Marketplace,COD,Delivered,Tamil Nadu,Coimbatore,7711.39,264.04,212.17,427.64,8087.16
O041130,C02761,2025-06-01,Website,COD,Delivered,West Bengal,Kolkata,26811.6,1180.89,151.38,4368.52,30150.61
O041131,C02674,2025-03-02,Website,COD,Delivered,Delhi,New Delhi,24760.42,42.13,61.39,2906.75,27686.43
O041132,C05596,2025-08-30,Mobile App,UPI,Delivered,West Bengal,Kolkata,3175.62,134.39,109.65,276.0,3426.88
O041133,C03242,2025-12-22,Website,COD,Delivered,Gujarat,Vadodara,4035.59,136.51,55.33,665.26,4619.67
O041134,C06938,2026-05-09,Website,UPI,Delivered,Gujarat,Ahmedabad,48528.94,2113.27,18.66,5782.41,52216.74
O041135,C04559,2025-09-27,Mobile App,COD,Delivered,Telangana,Nizamabad,10200.65,55.91,165.3,1673.17,11983.21
O041136,C04160,2025-08-19,Website,Credit Card,Delivered,Maharashtra,Pune,3395.08,40.48,106.57,529.52,3990.69
O041137,C05868,2025-11-28,Website,COD,Delivered,Rajasthan,Udaipur,2819.98,95.67,213.93,315.38,3253.62
O041138,C03611,2025-11-30,Marketplace,Debit Card,Delivered,West Bengal,Kolkata,13983.89,80.58,121.33,2199.42,16224.06
O041139,C07300,2026-09-16,Marketplace,UPI,Cancelled,West Bengal,Kolkata,23390.08,834.82,217.55,3809.66,26582.47
O041140,C08207,2025-03-24,Website,UPI,Delivered,Tamil Nadu,Coimbatore,5895.73,18.72,15.73,379.08,6271.82
O041141,C03071,2025-03-12,Website,UPI,Delivered,Telangana,Hyderabad,20457.63,39.32,180.57,3543.75,24142.63
O041142,C05953,2026-01-15,Mobile App,COD,Delivered,Delhi,Delhi,9855.64,384.99,153.53,1661.88,11286.06
O041143,C07191,2026-03-10,Website,Debit Card,Delivered,Delhi,Delhi,8972.32,229.64,162.98,739.07,9644.73
O041144,C01366,2025-08-21,Website,UPI,Delivered,Delhi,Delhi,5190.55,143.11,38.17,588.54,5674.15
O041145,C00626,2025-06-17,Mobile App,Credit Card,Delivered,Tamil Nadu,Coimbatore,2803.56,88.92,221.43,471.02,3407.09
O041146,C09344,2026-10-09,Website,Net Banking,Delivered,Maharashtra,Mumbai,1680.01,8.5,109.77,300.16,2081.44
O041147,C06513,2025-06-13,Mobile App,UPI,Delivered,Maharashtra,Pune,14517.53,89.24,149.11,2374.28,16951.68
O041148,C06764,2026-04-25,Website,Net Banking,Delivered,West Bengal,Kolkata,29777.7,235.19,195.46,4745.19,34483.16
O041149,C03686,2026-06-10,Website,COD,Delivered,Telangana,Warangal,470.91,11.11,179.13,54.07,693.0
O041150,C09375,2026-03-08,Mobile App,Debit Card,Delivered,Gujarat,Vadodara,18759.9,499.48,143.71,1571.84,19975.97
O041151,C08331,2025-11-02,Website,Debit Card,Delivered,Maharashtra,Pune,3704.8,75.72,160.13,451.7,4240.91
O041152,C02385,2026-09-12,Mobile App,COD,Delivered,Telangana,Nizamabad,11365.759999999998,386.28,141.69,817.16,11938.33
O041153,C09632,2025-11-23,Website,Debit Card,Delivered,Kerala,Thiruvananthapuram,33938.350000000006,847.66,182.16,3236.39,36509.24
O041154,C04157,2025-03-12,Mobile App,Wallet,Delivered,Kerala,Kochi,12907.4,375.63,201.18,748.57,13481.52
O041155,C07676,2025-01-07,Website,Net Banking,Delivered,Delhi,New Delhi,9444.66,459.0,30.85,717.46,9733.97
O041156,C04266,2026-11-14,Website,Debit Card,Delivered,Delhi,New Delhi,179.76,0.87,238.87,20.27,438.03
O041157,C04053,2026-09-16,Mobile App,Debit Card,Returned,Gujarat,Vadodara,9298.58,286.12,197.7,1101.85,10312.01
O041158,C01063,2026-10-22,Website,Debit Card,Delivered,Karnataka,Mangaluru,3668.5,84.7,63.6,442.62,4090.02
O041159,C05259,2025-07-19,Website,Debit Card,Delivered,Tamil Nadu,Chennai,16067.05,607.67,47.5,1382.05,16888.93
O041160,C01915,2025-07-29,Marketplace,UPI,Delivered,Maharashtra,Pune,45002.96,1489.76,52.41,6368.0,49933.61
O041161,C07776,2026-03-15,Marketplace,COD,Delivered,Tamil Nadu,Madurai,812.23,39.63,186.43,69.63,1028.66
O041162,C08598,2026-10-31,Website,COD,Delivered,West Bengal,Kolkata,6050.57,295.38,150.93,587.36,6493.48
O041163,C04433,2026-10-27,Website,Wallet,Delivered,Uttar Pradesh,Kanpur,4155.56,182.95,214.17,419.29,4606.07
O041164,C02144,2025-09-14,Marketplace,Net Banking,Delivered,Uttar Pradesh,Lucknow,2584.07,10.39,84.19,320.33,2978.2
O041165,C09290,2026-10-13,Mobile App,Net Banking,Delivered,Telangana,Hyderabad,5498.26,28.39,149.68,544.13,6163.68
